,Unnamed: 0,INST,EN_TIME,EN_ID,EN_TT,EN_Q,EN_PRICE,EN_CODE,EN_VAR,EX_TIME,EX_ID,EX_TT,EX_Q,EX_PRICE,EX_CODE,EX_VAR,P&L,ROI,P&L %,ROI %,Equity Curve,Drawdown %
338,338,NSE_FO:NIFTY09MAR2317650CE [LOCAL],2023-03-09 13:38:00+05:30,09cd392b0cd74c878bb1b5918205fe05,SELL,50,15.35,INTRADAY,MARKET,2023-03-09 15:10:00+05:30,e583e3df66d04aa3bd472dc5c9c61dbd,BUY,50,0.15,INTRADAY,MARKET,760.0,17795.0,99.02,35.59,67795.0,-0.62
339,339,NSE_FO:NIFTY16MAR2317400PE [LOCAL],2023-03-10 09:17:00+05:30,447a3483122542108c899bb1c1cb34f4,SELL,50,107.85,INTRADAY,MARKET,2023-03-10 15:10:00+05:30,21742a07df0243d4922ce47b3ebeb00c,BUY,50,84.8,INTRADAY,MARKET,1152.5,18947.5,21.37,37.9,68947.5,0.0
340,340,NSE_FO:NIFTY16MAR2317400CE [LOCAL],2023-03-10 09:17:00+05:30,e2e81a67e4944a23920f6464ebf0c56a,SELL,50,124.4,INTRADAY,MARKET,2023-03-10 15:10:00+05:30,86d2b79d286e497f99e336ddc9887dd8,BUY,50,114.8,INTRADAY,MARKET,480.0,19427.5,7.72,38.86,69427.5,0.0
341,341,NSE_FO:NIFTY16MAR2317450CE [LOCAL],2023-03-13 09:17:00+05:30,df39324169154f2eaff482184ce35f27,SELL,50,109.1,INTRADAY,MARKET,2023-03-13 09:21:00+05:30,36df709e2e2e47a0a95e7766c21a220d,BUY,50,140.1,INTRADAY,MARKET,-1550.0,17877.5,-28.41,35.75,67877.5,-2.23
342,342,NSE_FO:NIFTY16MAR2317450PE [LOCAL],2023-03-13 09:17:00+05:30,9bfe999dfdb04dd18440f37c8bbd0e61,SELL,50,88.85,INTRADAY,MARKET,2023-03-13 11:32:00+05:30,5e76c25e0fc242a48ddda9b83fa27ddb,BUY,50,131.55,INTRADAY,MARKET,-2135.0,15742.5,-48.06,31.49,65742.5,-5.31
343,343,NSE_FO:NIFTY16MAR2317600CE [LOCAL],2023-03-13 09:21:00+05:30,6d439978641a476e8205a9a99936f49b,SELL,50,62.05,INTRADAY,MARKET,2023-03-13 12:43:00+05:30,3e7977988d2d4235aee2491fd3ba41b0,BUY,50,13.95,INTRADAY,MARKET,2405.0,18147.5,77.52,36.3,68147.5,-1.84
344,344,NSE_FO:NIFTY16MAR2317300PE [LOCAL],2023-03-13 11:32:00+05:30,10f50e03196c4b6bb4025ab9236a183a,SELL,50,61.95,INTRADAY,MARKET,2023-03-13 13:35:00+05:30,5646b4dac57547ad92403440ad2edce7,BUY,50,127.85,INTRADAY,MARKET,-3295.0,14852.5,-106.38,29.7,64852.5,-6.59
345,345,NSE_FO:NIFTY16MAR2317200PE [LOCAL],2023-03-13 13:35:00+05:30,51f95b8fe01748679135f4f0587801dd,SELL,50,79.35,INTRADAY,MARKET,2023-03-13 13:43:00+05:30,4fcd650e683e41ad937f8300e47a79d3,BUY,50,91.3,INTRADAY,MARKET,-597.5,14255.0,-15.06,28.51,64255.0,-7.45
346,346,NSE_FO:NIFTY16MAR2317350CE [LOCAL],2023-03-13 12:43:00+05:30,7c6d665b61ca49c687753ffc4d413746,SELL,50,75.95,INTRADAY,MARKET,2023-03-13 13:43:00+05:30,e5d3ab0eb2bf43fc9b334266af5e4cd6,BUY,50,55.6,INTRADAY,MARKET,1017.5,15272.5,26.79,30.54,65272.5,-5.98
347,347,NSE_FO:NIFTY16MAR2317450CE [LOCAL],2023-03-13 09:42:00+05:30,5b987646e8d04aeeb5022afc4ebf413b,SELL,50,94.05,INTRADAY,MARKET,2023-03-13 13:43:00+05:30,9a9abbd73de9430cb574f823e8b481ce,BUY,50,31.1,INTRADAY,MARKET,3147.5,18420.0,66.93,36.84,68420.0,-1.45
348,348,NSE_FO:NIFTY16MAR2317250PE [LOCAL],2023-03-13 13:43:00+05:30,6a56e84c99684227bc225c7f9ba01eb8,SELL,50,115.4,INTRADAY,MARKET,2023-03-13 14:24:00+05:30,b48c1b1f8e2242ea8163f168689ffcfd,BUY,50,158.0,INTRADAY,MARKET,-2130.0,16290.0,-36.92,32.58,66290.0,-4.52
349,349,NSE_FO:NIFTY16MAR2317100PE [LOCAL],2023-03-13 14:24:00+05:30,97f40b80f7cc4b948dade346bb337690,SELL,50,83.4,INTRADAY,MARKET,2023-03-13 14:35:00+05:30,5bc087c3cdaf4687aa73ed86375853ca,BUY,50,101.55,INTRADAY,MARKET,-907.5,15382.5,-21.76,30.76,65382.5,-5.83
350,350,NSE_FO:NIFTY16MAR2317250CE [LOCAL],2023-03-13 13:43:00+05:30,174a8af27e3542d3a7f9d6669b0a20fe,SELL,50,94.5,INTRADAY,MARKET,2023-03-13 14:35:00+05:30,c0200eb0b8774fbdade5d15483af9df3,BUY,50,67.9,INTRADAY,MARKET,1330.0,16712.5,28.15,33.42,66712.5,-3.91
351,351,NSE_FO:NIFTY16MAR2317150PE [LOCAL],2023-03-13 14:35:00+05:30,1bc6c81679c5461d9eb2cf6737156718,SELL,50,123.55,INTRADAY,MARKET,2023-03-13 15:10:00+05:30,afc8722eb0c5412db3c4ae752ca25d9d,BUY,50,117.1,INTRADAY,MARKET,322.5,17035.0,5.22,34.07,67035.0,-3.45
352,352,NSE_FO:NIFTY16MAR2317150CE [LOCAL],2023-03-13 14:35:00+05:30,084b11dadd1846bd8900b9941dc43d32,SELL,50,111.95,INTRADAY,MARKET,2023-03-13 15:10:00+05:30,c8c5efc329904f55bf5cead6be94face,BUY,50,105.25,INTRADAY,MARKET,335.0,17370.0,5.98,34.74,67370.0,-2.96
353,353,NSE_FO:NIFTY16MAR2317150CE [LOCAL],2023-03-14 09:17:00+05:30,b94a0644994d4dadb99091b8131075bf,SELL,50,106.9,INTRADAY,MARKET,2023-03-14 09:32:00+05:30,47d521d2a38a4768aefcf3ee8fe1bb7c,BUY,50,151.9,INTRADAY,MARKET,-2250.0,15120.0,-42.1,30.24,65120.0,-6.2
354,354,NSE_FO:NIFTY16MAR2317150PE [LOCAL],2023-03-14 09:17:00+05:30,9d6c3a217d154c97a091a3203c7e791c,SELL,50,118.95,INTRADAY,MARKET,2023-03-14 10:21:00+05:30,74f821f8999444428066c54d489911ba,BUY,50,132.7,INTRADAY,MARKET,-687.5,14432.5,-11.56,28.86,64432.5,-7.19
355,355,NSE_FO:NIFTY16MAR2317100CE [LOCAL],2023-03-14 10:17:00+05:30,5b6bcf4392d74b1b893268e9a9aa23a6,SELL,50,113.45,INTRADAY,MARKET,2023-03-14 10:21:00+05:30,799c98ac78254a65912624f5e0537698,BUY,50,111.2,INTRADAY,MARKET,112.5,14545.0,1.98,29.09,64545.0,-7.03
356,356,NSE_FO:NIFTY16MAR2317300CE [LOCAL],2023-03-14 09:32:00+05:30,2eff3f9df4c24ec59f385b1a8ae40fad,SELL,50,71.7,INTRADAY,MARKET,2023-03-14 10:21:00+05:30,cd4de5ef3d19481aaf772329f64ccff2,BUY,50,34.05,INTRADAY,MARKET,1882.5,16427.5,52.51,32.86,66427.5,-4.32
357,357,NSE_FO:NIFTY16MAR2317100CE [LOCAL],2023-03-14 10:21:00+05:30,07fd608b2ddc4b6eb852ed1c96ef09cc,SELL,50,111.2,INTRADAY,MARKET,2023-03-14 12:28:00+05:30,65842af891d8457692f267b7534bca1c,BUY,50,136.0,INTRADAY,MARKET,-1240.0,15187.5,-22.3,30.38,65187.5,-6.11
358,358,NSE_FO:NIFTY16MAR2317100PE [LOCAL],2023-03-14 10:21:00+05:30,4874d7c587e742709975a58f02430941,SELL,50,108.25,INTRADAY,MARKET,2023-03-14 15:10:00+05:30,e542ade32bf2466e99a54c5199413bf2,BUY,50,111.05,INTRADAY,MARKET,-140.0,15047.5,-2.59,30.1,65047.5,-6.31
359,359,NSE_FO:NIFTY16MAR2317050CE [LOCAL],2023-03-14 12:58:00+05:30,d3477921a0ad4ee4934a5f100e800680,SELL,50,110.05,INTRADAY,MARKET,2023-03-14 15:10:00+05:30,5346e4d0812d480a963b4d1ef4493d5a,BUY,50,101.25,INTRADAY,MARKET,440.0,15487.5,8.0,30.98,65487.5,-5.67
360,360,NSE_FO:NIFTY16MAR2317250CE [LOCAL],2023-03-14 12:28:00+05:30,3c165ebe1992402e905e09a656e48eab,SELL,50,60.55,INTRADAY,MARKET,2023-03-14 15:10:00+05:30,fe5efd31c9dc46daa7b9c323bb981bdb,BUY,50,30.05,INTRADAY,MARKET,1525.0,17012.5,50.37,34.02,67012.5,-3.48
361,361,NSE_FO:NIFTY16MAR2317200PE [LOCAL],2023-03-15 09:17:00+05:30,74a5a6c68b9a436ab871166b01cf5611,SELL,50,74.2,INTRADAY,MARKET,2023-03-15 09:41:00+05:30,72b779b013bd4651b1cee6e88bbc0d5b,BUY,50,109.15,INTRADAY,MARKET,-1747.5,15265.0,-47.1,30.53,65265.0,-6.0
362,362,NSE_FO:NIFTY16MAR2317100CE [LOCAL],2023-03-15 11:06:00+05:30,1d559f3a72ef4c15bbf5a2925a829e47,SELL,50,72.65,INTRADAY,MARKET,2023-03-15 11:25:00+05:30,e9266c68517a4f088dbbbd4e3534afe7,BUY,50,97.5,INTRADAY,MARKET,-1242.5,14022.5,-34.21,28.04,64022.5,-7.79
363,363,NSE_FO:NIFTY16MAR2317100PE [LOCAL],2023-03-15 09:41:00+05:30,a72fabd8f5aa4e94a4b7d703ff99670f,SELL,50,58.65,INTRADAY,MARKET,2023-03-15 13:23:00+05:30,989990c576fa46c6a97892a856050d28,BUY,50,97.75,INTRADAY,MARKET,-1955.0,12067.5,-66.67,24.14,62067.5,-10.6
364,364,NSE_FO:NIFTY16MAR2317200CE [LOCAL],2023-03-15 09:17:00+05:30,07ff265e8dfe4cd89a82586b732bc548,SELL,50,83.5,INTRADAY,MARKET,2023-03-15 14:57:00+05:30,1843deac136d470eb767be0c18a15997,BUY,50,10.9,INTRADAY,MARKET,3630.0,15697.5,86.95,31.4,65697.5,-5.37
365,365,NSE_FO:NIFTY16MAR2317000PE [LOCAL],2023-03-15 13:23:00+05:30,2cdf47b59cd242f1ae6e9853dbf80ca8,SELL,50,48.9,INTRADAY,MARKET,2023-03-15 15:10:00+05:30,b741c2a8c880415987f1bf911c3c3354,BUY,50,70.0,INTRADAY,MARKET,-1055.0,14642.5,-43.15,29.28,64642.5,-6.89
366,366,NSE_FO:NIFTY16MAR2317000CE [LOCAL],2023-03-15 14:57:00+05:30,7a17a314d2f84def9046aab0d06d137c,SELL,50,66.6,INTRADAY,MARKET,2023-03-15 15:10:00+05:30,d6c2af0c7b5f4d6097ecb628fd1559e5,BUY,50,55.7,INTRADAY,MARKET,545.0,15187.5,16.37,30.38,65187.5,-6.11
367,367,NSE_FO:NIFTY16MAR2317100CE [LOCAL],2023-03-15 12:15:00+05:30,6032a6d6c2a6464cb67b0cb56f417ee0,SELL,50,72.1,INTRADAY,MARKET,2023-03-15 15:10:00+05:30,5b3b9a703a19464b9611a1c0cbc8dd5b,BUY,50,23.05,INTRADAY,MARKET,2452.5,17640.0,68.03,35.28,67640.0,-2.57
368,368,NSE_FO:NIFTY16MAR2316950PE [LOCAL],2023-03-16 09:17:00+05:30,eb0e64caf7db40bf8ae66c67f2be3891,SELL,50,61.65,INTRADAY,MARKET,2023-03-16 09:31:00+05:30,f0218b7eed0246bdac83ad36f4c51ad4,BUY,50,80.25,INTRADAY,MARKET,-930.0,16710.0,-30.17,33.42,66710.0,-3.91
369,369,NSE_FO:NIFTY16MAR2316900CE [LOCAL],2023-03-16 09:46:00+05:30,a0b54712f4674256b618a9ce6f222507,SELL,50,36.0,INTRADAY,MARKET,2023-03-16 10:18:00+05:30,47de2128946f418e8b0d504b9ee88a96,BUY,50,56.7,INTRADAY,MARKET,-1035.0,15675.0,-57.5,31.35,65675.0,-5.4
370,370,NSE_FO:NIFTY16MAR2316950PE [LOCAL],2023-03-16 10:25:00+05:30,88159a2726f04503ae795772faa497da,SELL,50,46.95,INTRADAY,MARKET,2023-03-16 10:25:00+05:30,6eda9acea14e44f0b86c12658e8da358,BUY,50,46.95,INTRADAY,MARKET,-0.0,15675.0,-0.0,31.35,65675.0,-5.4
371,371,NSE_FO:NIFTY16MAR2316950CE [LOCAL],2023-03-16 09:17:00+05:30,99d708418f024be7a84056cc57069f66,SELL,50,50.9,INTRADAY,MARKET,2023-03-16 10:25:00+05:30,a60615c1864f42c2b3d8b28c7046d0c8,BUY,50,54.65,INTRADAY,MARKET,-187.5,15487.5,-7.37,30.98,65487.5,-5.67
372,372,NSE_FO:NIFTY16MAR2316850PE [LOCAL],2023-03-16 09:31:00+05:30,a6706d1da5e54982bd37f9f04e7a860c,SELL,50,32.4,INTRADAY,MARKET,2023-03-16 10:25:00+05:30,ed04cff244d44d6a9f31fc75a407115a,BUY,50,17.45,INTRADAY,MARKET,747.5,16235.0,46.14,32.47,66235.0,-4.6
373,373,NSE_FO:NIFTY16MAR2316950CE [LOCAL],2023-03-16 10:25:00+05:30,a99b96a5c02946a387aca1878a18024e,SELL,50,54.65,INTRADAY,MARKET,2023-03-16 10:39:00+05:30,c9fa93b1d518448693d71a7bdfbdf3a0,BUY,50,71.2,INTRADAY,MARKET,-827.5,15407.5,-30.28,30.82,65407.5,-5.79
374,374,NSE_FO:NIFTY16MAR2317000CE [LOCAL],2023-03-16 10:39:00+05:30,ffa28af92dc145ec9d48423cb7692bb0,SELL,50,43.85,INTRADAY,MARKET,2023-03-16 11:06:00+05:30,22c76e7e37c147dab267568d0d6d6548,BUY,50,64.6,INTRADAY,MARKET,-1037.5,14370.0,-47.32,28.74,64370.0,-7.28
375,375,NSE_FO:NIFTY16MAR2317000PE [LOCAL],2023-03-16 10:43:00+05:30,c7316c465a53448caf3d31e019f71f53,SELL,50,45.5,INTRADAY,MARKET,2023-03-16 11:50:00+05:30,6e87a9f1045a42839283bf09afae0046,BUY,50,55.25,INTRADAY,MARKET,-487.5,13882.5,-21.43,27.76,63882.5,-7.99
376,376,NSE_FO:NIFTY16MAR2317050CE [LOCAL],2023-03-16 11:06:00+05:30,b3d4abab6c8840cc97f37ee665255b56,SELL,50,36.9,INTRADAY,MARKET,2023-03-16 12:15:00+05:30,cc6985e65d2c41eb8cb05aef6b85e294,BUY,50,5.65,INTRADAY,MARKET,1562.5,15445.0,84.69,30.89,65445.0,-5.74
377,377,NSE_FO:NIFTY16MAR2316900CE [LOCAL],2023-03-16 12:15:00+05:30,e93321acec454b5a9d3d0c1a897f233b,SELL,50,57.1,INTRADAY,MARKET,2023-03-16 13:01:00+05:30,07dbf9da36b143d3b3d74ecf4dd9eff3,BUY,50,73.25,INTRADAY,MARKET,-807.5,14637.5,-28.28,29.28,64637.5,-6.9
378,378,NSE_FO:NIFTY16MAR2317000CE [LOCAL],2023-03-16 11:37:00+05:30,f302ebc59ba84533be7cffed774f7b7f,SELL,50,35.3,INTRADAY,MARKET,2023-03-16 14:16:00+05:30,d8354f58f17640a0b9d871f0c036a112,BUY,50,58.55,INTRADAY,MARKET,-1162.5,13475.0,-65.86,26.95,63475.0,-8.57
379,379,NSE_FO:NIFTY16MAR2317050PE [LOCAL],2023-03-16 14:11:00+05:30,7ffdede987a24984a84a03c584615e0c,SELL,50,42.65,INTRADAY,MARKET,2023-03-16 14:48:00+05:30,bec30b1888dc4b22822c35f7f5fb6d8b,BUY,50,45.25,INTRADAY,MARKET,-130.0,13345.0,-6.1,26.69,63345.0,-8.76
380,380,NSE_FO:NIFTY16MAR2316950PE [LOCAL],2023-03-16 10:25:00+05:30,aa73c6991aaf4f5db7e3e3260bb61555,SELL,50,46.95,INTRADAY,MARKET,2023-03-16 15:10:00+05:30,a492bb061d4f49c1ae803fcb6e641117,BUY,50,1.2,INTRADAY,MARKET,2287.5,15632.5,97.44,31.26,65632.5,-5.47
381,381,NSE_FO:NIFTY16MAR2317050CE [LOCAL],2023-03-16 14:16:00+05:30,12dcd6d8de584cee8eb017974a68e825,SELL,50,26.1,INTRADAY,MARKET,2023-03-16 15:10:00+05:30,283e05dc93124d98bc8034d93720049b,BUY,50,0.2,INTRADAY,MARKET,1295.0,16927.5,99.23,33.86,66927.5,-3.6
382,382,NSE_FO:NIFTY23MAR2317150PE [LOCAL],2023-03-17 09:17:00+05:30,310954dc23d240d6b0d3d99b0911a231,SELL,50,137.0,INTRADAY,MARKET,2023-03-17 11:10:00+05:30,f8188937cea34f2281d424bb3527ddab,BUY,50,181.35,INTRADAY,MARKET,-2217.5,14710.0,-32.37,29.42,64710.0,-6.79
383,383,NSE_FO:NIFTY23MAR2317000PE [LOCAL],2023-03-17 11:10:00+05:30,3af6de3b675848ad8f678f52f507118e,SELL,50,109.85,INTRADAY,MARKET,2023-03-17 12:20:00+05:30,8e9e914650de4a94820c44647a590c1a,BUY,50,143.4,INTRADAY,MARKET,-1677.5,13032.5,-30.54,26.06,63032.5,-9.21
384,384,NSE_FO:NIFTY23MAR2317000CE [LOCAL],2023-03-17 12:20:00+05:30,dfc1cc9eef744519b0d3a1f6cf923703,SELL,50,137.35,INTRADAY,MARKET,2023-03-17 12:20:00+05:30,f8e55d7555244ddd97fcb68adbdedb56,BUY,50,137.35,INTRADAY,MARKET,-0.0,13032.5,-0.0,26.06,63032.5,-9.21
385,385,NSE_FO:NIFTY23MAR2317150CE [LOCAL],2023-03-17 09:17:00+05:30,2bcea8abdcbe4cfd982ddf5c3361821d,SELL,50,136.65,INTRADAY,MARKET,2023-03-17 12:20:00+05:30,8cb179592fcb4345af0c5e25066f1e7e,BUY,50,71.0,INTRADAY,MARKET,3282.5,16315.0,48.04,32.63,66315.0,-4.48
386,386,NSE_FO:NIFTY23MAR2317000CE [LOCAL],2023-03-17 12:20:00+05:30,67a5c754ea39417c8ec7789205af562a,SELL,50,137.35,INTRADAY,MARKET,2023-03-17 13:54:00+05:30,24b7b8ec1a0d479f9867469167766264,BUY,50,186.9,INTRADAY,MARKET,-2477.5,13837.5,-36.08,27.68,63837.5,-8.05
387,387,NSE_FO:NIFTY23MAR2317000PE [LOCAL],2023-03-17 12:20:00+05:30,86c2c27765544c309acbe9da7fd9e4ec,SELL,50,143.4,INTRADAY,MARKET,2023-03-17 15:10:00+05:30,34da327ddaa24167acc8b0e39985cc8b,BUY,50,58.65,INTRADAY,MARKET,4237.5,18075.0,59.1,36.15,68075.0,-1.95
388,388,NSE_FO:NIFTY23MAR2317150CE [LOCAL],2023-03-17 13:54:00+05:30,6d2545fa90c9414fb3bdbdb54fe50598,SELL,50,101.6,INTRADAY,MARKET,2023-03-17 15:10:00+05:30,cc4e632d4aee48648ff4aac1f687eb6a,BUY,50,114.85,INTRADAY,MARKET,-662.5,17412.5,-13.04,34.83,67412.5,-2.9
389,389,NSE_FO:NIFTY23MAR2317000PE [LOCAL],2023-03-20 09:17:00+05:30,7526337ee7df4737ab9ee3f84e7411e8,SELL,50,114.5,INTRADAY,MARKET,2023-03-20 10:00:00+05:30,f8f80ef121b94bdca3e0c98da9b5f266,BUY,50,164.75,INTRADAY,MARKET,-2512.5,14900.0,-43.89,29.8,64900.0,-6.52
390,390,NSE_FO:NIFTY23MAR2316850PE [LOCAL],2023-03-20 10:00:00+05:30,af2e4d6a50064bce80a9e7a793915280,SELL,50,91.8,INTRADAY,MARKET,2023-03-20 12:37:00+05:30,290900249c1e435292b3cb2313baaa28,BUY,50,127.5,INTRADAY,MARKET,-1785.0,13115.0,-38.89,26.23,63115.0,-9.09
391,391,NSE_FO:NIFTY23MAR2317000CE [LOCAL],2023-03-20 09:17:00+05:30,992df83804cc44d59cede0c5a5a4b09a,SELL,50,120.05,INTRADAY,MARKET,2023-03-20 12:37:00+05:30,618b06601a7148d9a38f80d941fdc20e,BUY,50,66.5,INTRADAY,MARKET,2677.5,15792.5,44.61,31.58,65792.5,-5.24
392,392,NSE_FO:NIFTY23MAR2316850CE [LOCAL],2023-03-20 12:37:00+05:30,da4f3ad11a5e421dad0272ab792046fb,SELL,50,131.95,INTRADAY,MARKET,2023-03-20 14:30:00+05:30,0b02821cb80a47169e60b12390b2308e,BUY,50,171.6,INTRADAY,MARKET,-1982.5,13810.0,-30.05,27.62,63810.0,-8.09
393,393,NSE_FO:NIFTY23MAR2317000PE [LOCAL],2023-03-20 15:10:00+05:30,2e82b7d903ca46308d9fd2d6d6d49347,SELL,50,107.4,INTRADAY,MARKET,2023-03-20 15:10:00+05:30,fd8683c6334a461c8192bdd1d1de7a2a,BUY,50,107.4,INTRADAY,MARKET,-0.0,13810.0,-0.0,27.62,63810.0,-8.09
394,394,NSE_FO:NIFTY23MAR2317000CE [LOCAL],2023-03-20 14:30:00+05:30,59651ac10da049aa82a6cf3a110c98c4,SELL,50,89.55,INTRADAY,MARKET,2023-03-20 15:10:00+05:30,0f45782066f54574a2f3d4c3ad03cc79,BUY,50,107.45,INTRADAY,MARKET,-895.0,12915.0,-19.99,25.83,62915.0,-9.38
395,395,NSE_FO:NIFTY23MAR2316850PE [LOCAL],2023-03-20 12:37:00+05:30,d51a5cb7989a44bb9dfbf17238745bde,SELL,50,127.5,INTRADAY,MARKET,2023-03-20 15:10:00+05:30,918fe2ed48824e349f8f23fe6e372d90,BUY,50,51.9,INTRADAY,MARKET,3780.0,16695.0,59.29,33.39,66695.0,-3.94
396,396,NSE_FO:NIFTY23MAR2317050CE [LOCAL],2023-03-21 09:17:00+05:30,a99a420f9aa644e19ac0c6ae796167a4,SELL,50,103.3,INTRADAY,MARKET,2023-03-21 13:16:00+05:30,5ab69cca8a0442208633e18fac43096e,BUY,50,132.0,INTRADAY,MARKET,-1435.0,15260.0,-27.78,30.52,65260.0,-6.0
397,397,NSE_FO:NIFTY23MAR2317050PE [LOCAL],2023-03-21 09:17:00+05:30,a424670ddaae40bd87ef2f31a8de159e,SELL,50,99.85,INTRADAY,MARKET,2023-03-21 15:10:00+05:30,e857a68d55be4b5b93a532ee03282c7f,BUY,50,52.35,INTRADAY,MARKET,2375.0,17635.0,47.57,35.27,67635.0,-2.58
398,398,NSE_FO:NIFTY23MAR2317150CE [LOCAL],2023-03-21 13:16:00+05:30,bf26888957014205a24cb241e3482e8c,SELL,50,75.0,INTRADAY,MARKET,2023-03-21 15:10:00+05:30,39f474c4c86a4ea99d45dcf308da41de,BUY,50,75.65,INTRADAY,MARKET,-32.5,17602.5,-0.87,35.2,67602.5,-2.63
399,399,NSE_FO:NIFTY23MAR2317200PE [LOCAL],2023-03-22 09:17:00+05:30,83a7e503720944978780b3d81fc07a9f,SELL,50,84.0,INTRADAY,MARKET,2023-03-22 09:37:00+05:30,7f815e72be5b4257b981de86edcc2dba,BUY,50,105.7,INTRADAY,MARKET,-1085.0,16517.5,-25.83,33.03,66517.5,-4.19
400,400,NSE_FO:NIFTY23MAR2317150PE [LOCAL],2023-03-22 09:57:00+05:30,4a11aed9f61e4398b2f8f4ebdaa88839,SELL,50,59.65,INTRADAY,MARKET,2023-03-22 10:20:00+05:30,3b4f93524004448fa1bb54053acb42b8,BUY,50,82.75,INTRADAY,MARKET,-1155.0,15362.5,-38.73,30.72,65362.5,-5.86
401,401,NSE_FO:NIFTY23MAR2317200CE [LOCAL],2023-03-22 09:17:00+05:30,abb28e0d296b45579f5d4c5853f01214,SELL,50,63.75,INTRADAY,MARKET,2023-03-22 10:20:00+05:30,2241daeac4f34237b13919cd7332ad4e,BUY,50,47.3,INTRADAY,MARKET,822.5,16185.0,25.8,32.37,66185.0,-4.67
402,402,NSE_FO:NIFTY23MAR2317050PE [LOCAL],2023-03-22 09:37:00+05:30,4a4668d3ee7c4bc490eae2e40c24e359,SELL,50,41.9,INTRADAY,MARKET,2023-03-22 10:20:00+05:30,fd7493b63b04447ea1bd0dc3c51d7d32,BUY,50,43.75,INTRADAY,MARKET,-92.5,16092.5,-4.42,32.18,66092.5,-4.8
403,403,NSE_FO:NIFTY23MAR2317150PE [LOCAL],2023-03-22 10:20:00+05:30,68ea245f5d4b4077bdb93074960c8562,SELL,50,82.75,INTRADAY,MARKET,2023-03-22 15:10:00+05:30,25a50c1471824074aa5bcb1ee3888c3a,BUY,50,68.3,INTRADAY,MARKET,722.5,16815.0,17.46,33.63,66815.0,-3.76
404,404,NSE_FO:NIFTY23MAR2317150CE [LOCAL],2023-03-22 10:20:00+05:30,ff56a782bff4431b96fbfaa1c13f066a,SELL,50,69.25,INTRADAY,MARKET,2023-03-22 15:10:00+05:30,bf8bd6b1f18a49e6a1e61a0ef3b78dc2,BUY,50,72.3,INTRADAY,MARKET,-152.5,16662.5,-4.4,33.32,66662.5,-3.98
405,405,NSE_FO:NIFTY23MAR2317100PE [LOCAL],2023-03-23 09:17:00+05:30,743b0a772bb84d209d0316245a894097,SELL,50,64.05,INTRADAY,MARKET,2023-03-23 09:21:00+05:30,346253b2dcbc4be181fffa19b45ac9b1,BUY,50,71.75,INTRADAY,MARKET,-385.0,16277.5,-12.02,32.56,66277.5,-4.54
406,406,NSE_FO:NIFTY23MAR2317100CE [LOCAL],2023-03-23 09:17:00+05:30,a464844a04aa4fb3bee668d568bfab05,SELL,50,44.7,INTRADAY,MARKET,2023-03-23 10:01:00+05:30,4f40d72b511143ab9e07b884fbe8a876,BUY,50,61.55,INTRADAY,MARKET,-842.5,15435.0,-37.7,30.87,65435.0,-5.75
407,407,NSE_FO:NIFTY23MAR2317000PE [LOCAL],2023-03-23 09:21:00+05:30,3c25638223f84f99870a764fcabe6a04,SELL,50,28.3,INTRADAY,MARKET,2023-03-23 10:19:00+05:30,0872bc16785342a99a9f8200339ceeff,BUY,50,5.9,INTRADAY,MARKET,1120.0,16555.0,79.15,33.11,66555.0,-4.14
408,408,NSE_FO:NIFTY23MAR2317150CE [LOCAL],2023-03-23 10:01:00+05:30,a3087cdd196a4ab4a77c08dd380dbf2a,SELL,50,33.1,INTRADAY,MARKET,2023-03-23 12:18:00+05:30,723352e329e64ffd88474b9c96b196bb,BUY,50,46.7,INTRADAY,MARKET,-680.0,15875.0,-41.09,31.75,65875.0,-5.12
409,409,NSE_FO:NIFTY23MAR2317100PE [LOCAL],2023-03-23 09:47:00+05:30,8e8bbc9abe8c4ac792fe6a0e2df1af69,SELL,50,41.55,INTRADAY,MARKET,2023-03-23 12:46:00+05:30,f199808cc13f48efb573daf2ed137906,BUY,50,5.75,INTRADAY,MARKET,1790.0,17665.0,86.16,35.33,67665.0,-2.54
410,410,NSE_FO:NIFTY23MAR2317200PE [LOCAL],2023-03-23 12:46:00+05:30,4c212a947aaf4a6fb43a9b4e1e8b147d,SELL,50,28.95,INTRADAY,MARKET,2023-03-23 13:13:00+05:30,9b15c528ba4f4259a666b1245ed61754,BUY,50,40.85,INTRADAY,MARKET,-595.0,17070.0,-41.11,34.14,67070.0,-3.4
411,411,NSE_FO:NIFTY23MAR2317150PE [LOCAL],2023-03-23 10:19:00+05:30,8316fe28bad64e7f82678a07d32255c8,SELL,50,37.0,INTRADAY,MARKET,2023-03-23 14:30:00+05:30,6f08ce333e6041158bf2e747093d44e5,BUY,50,48.75,INTRADAY,MARKET,-587.5,16482.5,-31.76,32.97,66482.5,-4.24
412,412,NSE_FO:NIFTY23MAR2317100PE [LOCAL],2023-03-23 14:30:00+05:30,b7316dec27b34ad998e277751c680f50,SELL,50,15.75,INTRADAY,MARKET,2023-03-23 14:42:00+05:30,fc6fd56b9728451c95b99cc3311379be,BUY,50,22.65,INTRADAY,MARKET,-345.0,16137.5,-43.81,32.28,66137.5,-4.74
