,id,strategy,instrument_str,entry_timestamp,entry_transaction_type,entry_quantity,entry_price,exit_timestamp,exit_transaction_type,exit_quantity,exit_price,pnl_absolute,pnl_percentage,pnl_cumulative_absolute,pnl_cumulative_percentage,equity_curve,drawdown_percentage,drawdown,Date
53,1617759,6456,NSE_FO:BANKNIFTY23JUL2022200PE,2020-07-20 09:17:00,SELL,15,366.35,2020-07-20 15:09:00,BUY,15,296.15,1053.0,19.16,12855.0,5.14,262855.0,-0.68,-1795.5,20-07-2020
54,1617762,6456,NSE_FO:BANKNIFTY23JUL2022600CE,2020-07-21 09:17:00,SELL,15,327.1,2020-07-21 14:21:00,BUY,15,424.55,-1461.75,-29.79,11393.25,4.56,261393.25,-1.23,-3257.25,21-07-2020
55,1617761,6456,NSE_FO:BANKNIFTY23JUL2022600PE,2020-07-21 09:17:00,SELL,15,295.95,2020-07-21 15:09:00,BUY,15,178.0,1769.25,39.85,13162.5,5.27,263162.5,-0.56,-1488.0,21-07-2020
56,1617765,6456,NSE_FO:BANKNIFTY23JUL2023000CE,2020-07-21 14:21:00,SELL,15,211.45,2020-07-21 15:09:00,BUY,15,207.5,59.25,1.87,13221.75,5.29,263221.75,-0.54,-1428.75,21-07-2020
57,1617769,6456,NSE_FO:BANKNIFTY23JUL2022900CE,2020-07-22 09:17:00,SELL,15,258.25,2020-07-22 15:09:00,BUY,15,173.55,1270.5,32.8,14492.25,5.8,264492.25,-0.06,-158.25,22-07-2020
58,1617768,6456,NSE_FO:BANKNIFTY23JUL2022900PE,2020-07-22 09:17:00,SELL,15,238.25,2020-07-22 09:36:00,BUY,15,394.15,-2338.5,-65.44,12153.75,4.86,262153.75,-0.94,-2496.75,22-07-2020
59,1617770,6456,NSE_FO:BANKNIFTY23JUL2022400PE,2020-07-22 09:36:00,SELL,15,160.3,2020-07-22 15:09:00,BUY,15,51.1,1638.0,68.12,13791.75,5.52,263791.75,-0.32,-858.75,22-07-2020
60,1617776,6456,NSE_FO:BANKNIFTY23JUL2022800CE,2020-07-23 09:17:00,SELL,15,166.4,2020-07-23 11:01:00,BUY,15,184.45,-270.75,-10.85,13521.0,5.41,263521.0,-0.43,-1129.5,23-07-2020
61,1617775,6456,NSE_FO:BANKNIFTY23JUL2022800PE,2020-07-23 09:17:00,SELL,15,149.0,2020-07-23 15:09:00,BUY,15,0.35,2229.75,99.77,15750.75,6.3,265750.75,0.0,0.0,23-07-2020
62,1617777,6456,NSE_FO:BANKNIFTY23JUL2023000CE,2020-07-23 11:01:00,SELL,15,80.0,2020-07-23 12:17:00,BUY,15,123.95,-659.25,-54.94,15091.5,6.04,265091.5,-0.25,-659.25,23-07-2020
63,1617778,6456,NSE_FO:BANKNIFTY23JUL2022900PE,2020-07-23 11:40:00,SELL,15,72.95,2020-07-23 15:09:00,BUY,15,0.45,1087.5,99.38,16179.0,6.47,266179.0,0.0,0.0,23-07-2020
64,1617781,6456,NSE_FO:BANKNIFTY23JUL2023200CE,2020-07-23 12:17:00,SELL,15,40.55,2020-07-23 15:09:00,BUY,15,2.25,574.5,94.45,16753.5,6.7,266753.5,0.0,0.0,23-07-2020
65,1617786,6456,NSE_FO:BANKNIFTY30JUL2022700CE,2020-07-24 09:17:00,SELL,15,432.75,2020-07-24 15:09:00,BUY,15,352.35,1206.0,18.58,17959.5,7.18,267959.5,0.0,0.0,24-07-2020
66,1617785,6456,NSE_FO:BANKNIFTY30JUL2022700PE,2020-07-24 09:17:00,SELL,15,422.1,2020-07-24 11:05:00,BUY,15,602.4,-2704.5,-42.71,15255.0,6.1,265255.0,-1.01,-2704.5,24-07-2020
67,1617787,6456,NSE_FO:BANKNIFTY30JUL2022100PE,2020-07-24 11:05:00,SELL,15,305.45,2020-07-24 15:09:00,BUY,15,191.75,1705.5,37.22,16960.5,6.78,266960.5,-0.37,-999.0,24-07-2020
68,1617790,6456,NSE_FO:BANKNIFTY30JUL2022400CE,2020-07-27 09:17:00,SELL,15,378.35,2020-07-27 15:09:00,BUY,15,150.55,3417.0,60.21,20377.5,8.15,270377.5,0.0,0.0,27-07-2020
69,1617789,6456,NSE_FO:BANKNIFTY30JUL2022400PE,2020-07-27 09:17:00,SELL,15,351.85,2020-07-27 09:30:00,BUY,15,533.0,-2717.25,-51.49,17660.25,7.06,267660.25,-1.0,-2717.25,27-07-2020
70,1617791,6456,NSE_FO:BANKNIFTY30JUL2021800PE,2020-07-27 09:30:00,SELL,15,232.4,2020-07-27 15:09:00,BUY,15,334.9,-1537.5,-44.1,16122.75,6.45,266122.75,-1.57,-4254.75,27-07-2020
71,1617795,6456,NSE_FO:BANKNIFTY30JUL2021900CE,2020-07-27 14:24:00,SELL,15,331.9,2020-07-27 15:09:00,BUY,15,322.75,137.25,2.76,16260.0,6.5,266260.0,-1.52,-4117.5,27-07-2020
72,1617797,6456,NSE_FO:BANKNIFTY30JUL2022000CE,2020-07-28 09:17:00,SELL,15,338.6,2020-07-28 15:09:00,BUY,15,415.15,-1148.25,-22.61,15111.75,6.04,265111.75,-1.95,-5265.75,28-07-2020
73,1617796,6456,NSE_FO:BANKNIFTY30JUL2022000PE,2020-07-28 09:17:00,SELL,15,322.0,2020-07-28 10:09:00,BUY,15,447.2,-1878.0,-38.88,13233.75,5.29,263233.75,-2.64,-7143.75,28-07-2020
74,1617799,6456,NSE_FO:BANKNIFTY30JUL2021500PE,2020-07-28 10:09:00,SELL,15,201.55,2020-07-28 15:09:00,BUY,15,52.6,2234.25,73.9,15468.0,6.19,265468.0,-1.82,-4909.5,28-07-2020
75,1617803,6456,NSE_FO:BANKNIFTY30JUL2022200PE,2020-07-28 14:06:00,SELL,15,333.0,2020-07-28 15:09:00,BUY,15,249.05,1259.25,25.21,16727.25,6.69,266727.25,-1.35,-3650.25,28-07-2020
76,1617805,6456,NSE_FO:BANKNIFTY30JUL2022300CE,2020-07-29 09:17:00,SELL,15,233.35,2020-07-29 15:09:00,BUY,15,116.3,1755.75,50.16,18483.0,7.39,268483.0,-0.7,-1894.5,29-07-2020
77,1617804,6456,NSE_FO:BANKNIFTY30JUL2022300PE,2020-07-29 09:17:00,SELL,15,256.5,2020-07-29 09:38:00,BUY,15,342.5,-1290.0,-33.53,17193.0,6.88,267193.0,-1.18,-3184.5,29-07-2020
78,1617806,6456,NSE_FO:BANKNIFTY30JUL2021900PE,2020-07-29 09:38:00,SELL,15,139.05,2020-07-29 15:09:00,BUY,15,79.4,894.75,42.9,18087.75,7.24,268087.75,-0.85,-2289.75,29-07-2020
79,1617808,6456,NSE_FO:BANKNIFTY30JUL2022300PE,2020-07-29 11:22:00,SELL,15,228.2,2020-07-29 14:14:00,BUY,15,288.25,-900.75,-26.31,17187.0,6.87,267187.0,-1.18,-3190.5,29-07-2020
80,1617814,6456,NSE_FO:BANKNIFTY30JUL2022300CE,2020-07-30 09:17:00,SELL,15,118.25,2020-07-30 13:09:00,BUY,15,7.4,1662.75,93.74,18849.75,7.54,268849.75,-0.57,-1527.75,30-07-2020
81,1617813,6456,NSE_FO:BANKNIFTY30JUL2022300PE,2020-07-30 09:17:00,SELL,15,167.0,2020-07-30 09:23:00,BUY,15,185.0,-270.0,-10.78,18579.75,7.43,268579.75,-0.66,-1797.75,30-07-2020
82,1617815,6456,NSE_FO:BANKNIFTY30JUL2022100PE,2020-07-30 09:23:00,SELL,15,87.65,2020-07-30 12:58:00,BUY,15,136.2,-728.25,-55.39,17851.5,7.14,267851.5,-0.93,-2526.0,30-07-2020
83,1617816,6456,NSE_FO:BANKNIFTY30JUL2022100CE,2020-07-30 09:42:00,SELL,15,134.05,2020-07-30 09:51:00,BUY,15,176.25,-633.0,-31.48,17218.5,6.89,267218.5,-1.17,-3159.0,30-07-2020
84,1617824,6456,NSE_FO:BANKNIFTY30JUL2022100CE,2020-07-30 12:38:00,SELL,15,84.45,2020-07-30 13:54:00,BUY,15,9.25,1128.0,89.05,18346.5,7.34,268346.5,-0.75,-2031.0,30-07-2020
85,1617826,6456,NSE_FO:BANKNIFTY30JUL2021900PE,2020-07-30 12:58:00,SELL,15,38.95,2020-07-30 13:16:00,BUY,15,87.45,-727.5,-124.52,17619.0,7.05,267619.0,-1.02,-2758.5,30-07-2020
86,1617827,6456,NSE_FO:BANKNIFTY30JUL2022000CE,2020-07-30 13:09:00,SELL,15,46.3,2020-07-30 14:12:00,BUY,15,8.45,567.75,81.75,18186.75,7.27,268186.75,-0.81,-2190.75,30-07-2020
87,1617828,6456,NSE_FO:BANKNIFTY30JUL2021800PE,2020-07-30 13:16:00,SELL,15,43.8,2020-07-30 14:09:00,BUY,15,54.2,-156.0,-23.74,18030.75,7.21,268030.75,-0.87,-2346.75,30-07-2020
88,1617829,6456,NSE_FO:BANKNIFTY30JUL2021900PE,2020-07-30 13:34:00,SELL,15,46.0,2020-07-30 13:52:00,BUY,15,84.3,-574.5,-83.26,17456.25,6.98,267456.25,-1.08,-2921.25,30-07-2020
89,1617830,6456,NSE_FO:BANKNIFTY30JUL2021900CE,2020-07-30 13:54:00,SELL,15,36.25,2020-07-30 14:20:00,BUY,15,9.0,408.75,75.17,17865.0,7.15,267865.0,-0.93,-2512.5,30-07-2020
90,1617831,6456,NSE_FO:BANKNIFTY30JUL2021700PE,2020-07-30 14:09:00,SELL,15,21.75,2020-07-30 14:16:00,BUY,15,66.6,-672.75,-206.21,17192.25,6.88,267192.25,-1.18,-3185.25,30-07-2020
91,1617834,6456,NSE_FO:BANKNIFTY30JUL2021800CE,2020-07-30 14:12:00,SELL,15,35.9,2020-07-30 15:09:00,BUY,15,0.95,524.25,97.35,17716.5,7.09,267716.5,-0.98,-2661.0,30-07-2020
92,1617835,6456,NSE_FO:BANKNIFTY30JUL2021500PE,2020-07-30 14:16:00,SELL,15,23.35,2020-07-30 15:09:00,BUY,15,0.6,341.25,97.43,18057.75,7.22,268057.75,-0.86,-2319.75,30-07-2020
93,1617836,6456,NSE_FO:BANKNIFTY30JUL2021700CE,2020-07-30 14:20:00,SELL,15,43.25,2020-07-30 14:24:00,BUY,15,49.45,-93.0,-14.34,17964.75,7.19,267964.75,-0.89,-2412.75,30-07-2020
94,1617837,6456,NSE_FO:BANKNIFTY30JUL2021700CE,2020-07-30 14:26:00,SELL,15,35.45,2020-07-30 14:34:00,BUY,15,44.4,-134.25,-25.25,17830.5,7.13,267830.5,-0.94,-2547.0,30-07-2020
95,1617840,6456,NSE_FO:BANKNIFTY06AUG2021400CE,2020-07-31 09:17:00,SELL,15,474.05,2020-07-31 09:41:00,BUY,15,635.65,-2424.0,-34.09,15406.5,6.16,265406.5,-1.84,-4971.0,31-07-2020
96,1617839,6456,NSE_FO:BANKNIFTY06AUG2021400PE,2020-07-31 09:17:00,SELL,15,426.9,2020-07-31 15:09:00,BUY,15,263.35,2453.25,38.31,17859.75,7.14,267859.75,-0.93,-2517.75,31-07-2020
97,1617841,6456,NSE_FO:BANKNIFTY06AUG2022000CE,2020-07-31 09:41:00,SELL,15,313.7,2020-07-31 15:09:00,BUY,15,248.85,972.75,20.67,18832.5,7.53,268832.5,-0.57,-1545.0,31-07-2020
98,1617844,6456,NSE_FO:BANKNIFTY06AUG2021400CE,2020-08-03 09:17:00,SELL,15,360.0,2020-08-03 15:09:00,BUY,15,224.2,2037.0,37.72,20869.5,8.35,270869.5,0.0,0.0,03-08-2020
99,1617843,6456,NSE_FO:BANKNIFTY06AUG2021400PE,2020-08-03 09:17:00,SELL,15,372.9,2020-08-03 13:00:00,BUY,15,498.0,-1876.5,-33.55,18993.0,7.6,268993.0,-0.69,-1876.5,03-08-2020
100,1617847,6456,NSE_FO:BANKNIFTY06AUG2020900PE,2020-08-03 13:00:00,SELL,15,237.25,2020-08-03 15:09:00,BUY,15,217.95,289.5,8.13,19282.5,7.71,269282.5,-0.59,-1587.0,03-08-2020
101,1617850,6456,NSE_FO:BANKNIFTY06AUG2021300CE,2020-08-04 09:17:00,SELL,15,300.0,2020-08-04 13:16:00,BUY,15,385.05,-1275.75,-28.35,18006.75,7.2,268006.75,-1.06,-2862.75,04-08-2020
102,1617849,6456,NSE_FO:BANKNIFTY06AUG2021300PE,2020-08-04 09:17:00,SELL,15,345.9,2020-08-04 15:09:00,BUY,15,162.2,2755.5,53.11,20762.25,8.3,270762.25,-0.04,-107.25,04-08-2020
103,1617853,6456,NSE_FO:BANKNIFTY06AUG2021700CE,2020-08-04 13:16:00,SELL,15,181.7,2020-08-04 15:09:00,BUY,15,183.6,-28.5,-1.05,20733.75,8.29,270733.75,-0.05,-135.75,04-08-2020
104,1617856,6456,NSE_FO:BANKNIFTY06AUG2021700CE,2020-08-05 09:17:00,SELL,15,227.45,2020-08-05 09:50:00,BUY,15,334.05,-1599.0,-46.87,19134.75,7.65,269134.75,-0.64,-1734.75,05-08-2020
105,1617855,6456,NSE_FO:BANKNIFTY06AUG2021700PE,2020-08-05 09:17:00,SELL,15,231.85,2020-08-05 12:00:00,BUY,15,325.25,-1401.0,-40.28,17733.75,7.09,267733.75,-1.16,-3135.75,05-08-2020
106,1617857,6456,NSE_FO:BANKNIFTY06AUG2022100CE,2020-08-05 09:50:00,SELL,15,131.2,2020-08-05 12:00:00,BUY,15,131.2,0.0,0.0,17733.75,7.09,267733.75,-1.16,-3135.75,05-08-2020
107,1617859,6456,NSE_FO:BANKNIFTY06AUG2021400CE,2020-08-05 11:58:00,SELL,15,329.5,2020-08-05 12:00:00,BUY,15,329.5,0.0,0.0,17733.75,7.09,267733.75,-1.16,-3135.75,05-08-2020
108,1617861,6456,NSE_FO:BANKNIFTY06AUG2021600CE,2020-08-06 09:17:00,SELL,15,163.0,2020-08-06 12:50:00,BUY,15,237.4,-1116.0,-45.64,16617.75,6.65,266617.75,-1.57,-4251.75,06-08-2020
109,1617860,6456,NSE_FO:BANKNIFTY06AUG2021600PE,2020-08-06 09:17:00,SELL,15,207.0,2020-08-06 12:03:00,BUY,15,296.0,-1335.0,-43.0,15282.75,6.11,265282.75,-2.06,-5586.75,06-08-2020
110,1617865,6456,NSE_FO:BANKNIFTY06AUG2021200PE,2020-08-06 12:03:00,SELL,15,108.35,2020-08-06 14:44:00,BUY,15,108.35,0.0,0.0,15282.75,6.11,265282.75,-2.06,-5586.75,06-08-2020
111,1617866,6456,NSE_FO:BANKNIFTY06AUG2021800PE,2020-08-06 12:26:00,SELL,15,207.8,2020-08-06 14:26:00,BUY,15,316.55,-1631.25,-52.33,13651.5,5.46,263651.5,-2.66,-7218.0,06-08-2020
112,1617868,6456,NSE_FO:BANKNIFTY06AUG2021800CE,2020-08-06 12:50:00,SELL,15,113.1,2020-08-06 12:58:00,BUY,15,160.05,-704.25,-41.51,12947.25,5.18,262947.25,-2.92,-7922.25,06-08-2020
