,id,strategy,INST,EN_TIME,EN_TT,EN_Q,EN_PRICE,EX_TIME,EX_TT,EX_Q,EX_PRICE,P&L,P&L%,pnl_cumulative_absolute,pnl_cumulative_percentage,Equity Curve,Drawdown %
1278,1259457,870,NSE_FO:BANKNIFTY29DEC2241800CE,23-12-2022 11:45,1,25,429.3,23-12-2022 12:30,0.0,25.0,464.95,-891.25,-8.3,82907.5,50.25,247907.5,-15.2
1279,1259449,870,NSE_FO:BANKNIFTY29DEC2241900PE,23-12-2022 10:45,1,25,299.15,23-12-2022 11:45,0.0,25.0,327.45,-707.5,-9.46,83798.75,50.79,248798.75,-14.89
1280,1259448,870,NSE_FO:BANKNIFTY29DEC2241900CE,23-12-2022 10:30,1,25,410.9,23-12-2022 10:45,0.0,25.0,418.45,-188.75,-1.84,84506.25,51.22,249506.25,-14.65
1281,1259447,870,NSE_FO:BANKNIFTY29DEC2241900PE,23-12-2022 10:15,1,25,299.6,23-12-2022 10:30,0.0,25.0,308.1,-212.5,-2.84,84695.0,51.33,249695.0,-14.59
1282,1259210,870,NSE_FO:BANKNIFTY22DEC2242600PE,22-12-2022 10:00,1,25,151.35,22-12-2022 10:15,0.0,25.0,231.35,-2000.0,-52.86,84907.5,51.46,249907.5,-14.51
1283,1258594,870,NSE_FO:BANKNIFTY22DEC2243300PE,21-12-2022 11:30,1,25,134.75,21-12-2022 11:45,0.0,25.0,108.85,647.5,19.22,86907.5,52.67,251907.5,-13.83
1284,1258590,870,NSE_FO:BANKNIFTY22DEC2243500CE,21-12-2022 09:45,1,25,163.7,21-12-2022 11:30,0.0,25.0,109.6,1352.5,33.05,86260.0,52.28,251260.0,-14.05
1285,1258367,870,NSE_FO:BANKNIFTY22DEC2243100PE,20-12-2022 14:15,1,25,173.25,20-12-2022 15:15,0.0,25.0,119.15,1352.5,31.23,84907.5,51.46,249907.5,-14.51
1286,1258363,870,NSE_FO:BANKNIFTY22DEC2243100CE,20-12-2022 13:15,1,25,206.1,20-12-2022 14:15,0.0,25.0,210.15,-101.25,-1.97,83555.0,50.64,248555.0,-14.98
1287,1258359,870,NSE_FO:BANKNIFTY22DEC2243100PE,20-12-2022 12:15,1,25,203.8,20-12-2022 13:15,0.0,25.0,194.15,241.25,4.74,83656.25,50.7,248656.25,-14.94
1288,1258356,870,NSE_FO:BANKNIFTY22DEC2243000CE,20-12-2022 11:30,1,25,247.8,20-12-2022 12:15,0.0,25.0,268.75,-523.75,-8.45,83415.0,50.55,248415.0,-15.02
1289,1258348,870,NSE_FO:BANKNIFTY22DEC2243100PE,20-12-2022 10:45,1,25,197.05,20-12-2022 11:30,0.0,25.0,232.55,-887.5,-18.02,83938.75,50.87,248938.75,-14.84
1290,1258346,870,NSE_FO:BANKNIFTY22DEC2243300CE,20-12-2022 09:30,1,25,197.35,20-12-2022 10:45,0.0,25.0,139.9,1436.25,29.11,84826.25,51.41,249826.25,-14.54
1291,1257991,870,NSE_FO:BANKNIFTY22DEC2243200CE,19-12-2022 10:00,1,25,264.45,19-12-2022 10:15,0.0,25.0,344.45,-2000.0,-30.25,83390.0,50.54,248390.0,-15.03
1292,1257694,870,NSE_FO:BANKNIFTY22DEC2243100PE,16-12-2022 11:00,1,25,252.0,16-12-2022 11:30,0.0,25.0,194.2,1445.0,22.94,85390.0,51.75,250390.0,-14.35
1293,1257684,870,NSE_FO:BANKNIFTY22DEC2243200CE,16-12-2022 10:15,1,25,295.5,16-12-2022 11:00,0.0,25.0,273.3,555.0,7.51,83945.0,50.88,248945.0,-14.84
1294,1257370,870,NSE_FO:BANKNIFTY15DEC2243800PE,15-12-2022 13:45,1,25,37.0,15-12-2022 14:45,0.0,25.0,144.65,-2691.25,-290.95,83390.0,50.54,248390.0,-15.03
1295,1257362,870,NSE_FO:BANKNIFTY15DEC2243800CE,15-12-2022 13:15,1,25,91.3,15-12-2022 13:45,0.0,25.0,98.1,-170.0,-7.45,86081.25,52.17,251081.25,-14.11
1296,1257349,870,NSE_FO:BANKNIFTY15DEC2243900PE,15-12-2022 12:45,1,25,84.95,15-12-2022 13:15,0.0,25.0,94.9,-248.75,-11.71,86251.25,52.27,251251.25,-14.05
1297,1257338,870,NSE_FO:BANKNIFTY15DEC2244100CE,15-12-2022 10:30,1,25,57.9,15-12-2022 12:45,0.0,25.0,13.5,1110.0,76.68,86500.0,52.42,251500.0,-13.97
1298,1257083,870,NSE_FO:BANKNIFTY15DEC2244100PE,14-12-2022 15:00,1,25,166.05,14-12-2022 15:15,0.0,25.0,166.05,0.0,0.0,85390.0,51.75,250390.0,-14.35
1299,1257071,870,NSE_FO:BANKNIFTY15DEC2244100CE,14-12-2022 14:00,1,25,124.1,14-12-2022 15:00,0.0,25.0,129.45,-133.75,-4.31,85390.0,51.75,250390.0,-14.35
1300,1257068,870,NSE_FO:BANKNIFTY15DEC2244100PE,14-12-2022 13:45,1,25,157.1,14-12-2022 14:00,0.0,25.0,167.25,-253.75,-6.46,85523.75,51.83,250523.75,-14.3
1301,1257064,870,NSE_FO:BANKNIFTY15DEC2244100CE,14-12-2022 12:00,1,25,142.65,14-12-2022 13:45,0.0,25.0,136.35,157.5,4.42,85777.5,51.99,250777.5,-14.22
1302,1257060,870,NSE_FO:BANKNIFTY15DEC2244100PE,14-12-2022 10:45,1,25,179.8,14-12-2022 12:00,0.0,25.0,164.35,386.25,8.59,85620.0,51.89,250620.0,-14.27
1303,1257056,870,NSE_FO:BANKNIFTY15DEC2244000CE,14-12-2022 10:15,1,25,181.75,14-12-2022 10:45,0.0,25.0,196.0,-356.25,-7.84,85233.75,51.66,250233.75,-14.4
1304,1256833,870,NSE_FO:BANKNIFTY15DEC2243900CE,13-12-2022 14:15,1,25,167.8,13-12-2022 15:15,0.0,25.0,184.55,-418.75,-9.98,85590.0,51.87,250590.0,-14.28
1305,1256824,870,NSE_FO:BANKNIFTY15DEC2243900PE,13-12-2022 13:30,1,25,182.0,13-12-2022 14:15,0.0,25.0,202.9,-522.5,-11.48,86008.75,52.13,251008.75,-14.14
1306,1256820,870,NSE_FO:BANKNIFTY15DEC2244000CE,13-12-2022 12:15,1,25,155.7,13-12-2022 13:30,0.0,25.0,145.2,262.5,6.74,86531.25,52.44,251531.25,-13.96
1307,1256811,870,NSE_FO:BANKNIFTY15DEC2244000PE,13-12-2022 11:30,1,25,230.1,13-12-2022 12:15,0.0,25.0,232.45,-58.75,-1.02,86268.75,52.28,251268.75,-14.05
1308,1256757,870,NSE_FO:BANKNIFTY15DEC2243900CE,13-12-2022 10:30,1,25,200.0,13-12-2022 11:30,0.0,25.0,209.3,-232.5,-4.65,86327.5,52.32,251327.5,-14.03
1309,1256504,870,NSE_FO:BANKNIFTY15DEC2243400CE,12-12-2022 09:30,1,25,242.9,12-12-2022 09:45,0.0,25.0,322.9,-2000.0,-32.94,86560.0,52.46,251560.0,-13.95
1310,1256239,870,NSE_FO:BANKNIFTY15DEC2243700PE,09-12-2022 11:45,1,25,229.85,09-12-2022 12:30,0.0,25.0,245.3,-386.25,-6.72,88560.0,53.67,253560.0,-13.26
1311,1256237,870,NSE_FO:BANKNIFTY15DEC2243700CE,09-12-2022 10:30,1,25,277.85,09-12-2022 11:45,0.0,25.0,274.5,83.75,1.21,88946.25,53.91,253946.25,-13.13
1312,1256236,870,NSE_FO:BANKNIFTY15DEC2243800PE,09-12-2022 10:15,1,25,255.0,09-12-2022 10:30,0.0,25.0,276.35,-533.75,-8.37,88862.5,53.86,253862.5,-13.16
1313,1256232,870,NSE_FO:BANKNIFTY15DEC2243700CE,09-12-2022 09:45,1,25,264.1,09-12-2022 10:15,0.0,25.0,310.65,-1163.75,-17.63,89396.25,54.18,254396.25,-12.98
1314,1255804,870,NSE_FO:BANKNIFTY08DEC2243400CE,08-12-2022 10:30,1,25,77.4,08-12-2022 10:45,0.0,25.0,57.4,500.0,25.84,90560.0,54.88,255560.0,-12.58
1315,1255792,870,NSE_FO:BANKNIFTY08DEC2243300PE,08-12-2022 09:30,1,25,129.85,08-12-2022 10:30,0.0,25.0,69.85,1500.0,46.21,90060.0,54.58,255060.0,-12.75
1316,1254877,870,NSE_FO:BANKNIFTY08DEC2243100PE,07-12-2022 11:45,1,25,177.25,07-12-2022 12:15,0.0,25.0,150.5,668.75,15.09,88560.0,53.67,253560.0,-13.26
1317,1254872,870,NSE_FO:BANKNIFTY08DEC2243200CE,07-12-2022 10:45,1,25,185.0,07-12-2022 11:45,0.0,25.0,131.75,1331.25,28.78,87891.25,53.27,252891.25,-13.49
1318,1254535,870,NSE_FO:BANKNIFTY08DEC2243300CE,06-12-2022 09:30,1,25,215.5,06-12-2022 10:15,0.0,25.0,218.5,-75.0,-1.39,86485.0,52.42,251485.0,-13.97
1319,1254522,870,NSE_FO:BANKNIFTY08DEC2243300CE,06-12-2022 09:30,1,25,215.5,,,,,,,,,1000.0,-1.0
1320,1254459,870,NSE_FO:BANKNIFTY08DEC2243100CE,06-12-2022 14:00,1,25,282.6,06-12-2022 15:15,0.0,25.0,299.8,-430.0,-6.09,86560.0,52.46,251560.0,-13.95
1321,1254455,870,NSE_FO:BANKNIFTY08DEC2243100PE,06-12-2022 13:30,1,25,155.9,06-12-2022 14:00,0.0,25.0,170.7,-370.0,-9.49,86990.0,52.72,251990.0,-13.8
1322,1254454,870,NSE_FO:BANKNIFTY08DEC2243100CE,06-12-2022 13:00,1,25,285.85,06-12-2022 13:30,0.0,25.0,299.6,-343.75,-4.81,87360.0,52.95,252360.0,-13.67
1323,1254452,870,NSE_FO:BANKNIFTY08DEC2243200PE,06-12-2022 11:45,1,25,206.95,06-12-2022 13:00,0.0,25.0,215.9,-223.75,-4.32,87703.75,53.15,252703.75,-13.56
1324,1254449,870,NSE_FO:BANKNIFTY08DEC2243200CE,06-12-2022 10:45,1,25,258.4,06-12-2022 11:45,0.0,25.0,231.05,683.75,10.58,87927.5,53.29,252927.5,-13.48
1325,1254446,870,NSE_FO:BANKNIFTY08DEC2243300PE,06-12-2022 10:15,1,25,210.25,06-12-2022 10:45,0.0,25.0,222.45,-305.0,-5.8,87243.75,52.88,252243.75,-13.71
1326,1254439,870,NSE_FO:BANKNIFTY08DEC2243300CE,06-12-2022 09:30,1,25,215.5,06-12-2022 10:15,0.0,25.0,218.5,-75.0,-1.39,87548.75,53.06,252548.75,-13.61
1327,1254201,870,NSE_FO:BANKNIFTY08DEC2243200CE,05-12-2022 11:45,1,25,226.15,05-12-2022 12:15,0.0,25.0,247.3,-528.75,-9.35,87095.0,52.78,252095.0,-13.76
1328,1254103,870,NSE_FO:BANKNIFTY08DEC2243200CE,05-12-2022 11:45,1,25,226.15,,,,,,,,,1000.0,-1.0
1329,1254041,870,NSE_FO:BANKNIFTY08DEC2243300PE,05-12-2022 14:30,1,25,230.25,05-12-2022 15:15,0.0,25.0,227.65,65.0,1.13,87623.75,53.11,252623.75,-13.58
1330,1254038,870,NSE_FO:BANKNIFTY08DEC2243300CE,05-12-2022 13:00,1,25,217.35,05-12-2022 14:30,0.0,25.0,225.0,-191.25,-3.52,87558.75,53.07,252558.75,-13.61
1331,1254035,870,NSE_FO:BANKNIFTY08DEC2243200PE,05-12-2022 12:15,1,25,212.5,05-12-2022 13:00,0.0,25.0,210.55,48.75,0.92,87750.0,53.18,252750.0,-13.54
1332,1254032,870,NSE_FO:BANKNIFTY08DEC2243200CE,05-12-2022 11:45,1,25,226.15,05-12-2022 12:15,0.0,25.0,247.3,-528.75,-9.35,87701.25,53.15,252701.25,-13.56
1333,1253946,870,NSE_FO:BANKNIFTY08DEC2243100PE,05-12-2022 10:30,1,25,225.5,05-12-2022 11:45,0.0,25.0,187.5,950.0,16.85,88230.0,53.47,253230.0,-13.38
1334,1253608,870,NSE_FO:BANKNIFTY08DEC2243100PE,02-12-2022 11:30,1,25,263.5,02-12-2022 12:00,0.0,25.0,330.65,-1678.75,-25.48,87280.0,52.9,252280.0,-13.7
1335,1253606,870,NSE_FO:BANKNIFTY08DEC2243000CE,02-12-2022 11:15,1,25,331.7,02-12-2022 11:30,0.0,25.0,336.25,-113.75,-1.37,88958.75,53.91,253958.75,-13.13
1336,1253603,870,NSE_FO:BANKNIFTY08DEC2243100PE,02-12-2022 10:00,1,25,257.0,02-12-2022 11:15,0.0,25.0,265.3,-207.5,-3.23,89072.5,53.98,254072.5,-13.09
1337,1252902,870,NSE_FO:BANKNIFTY01DEC2243400PE,01-12-2022 12:30,1,25,54.2,01-12-2022 13:30,0.0,25.0,99.6,-1135.0,-83.76,89280.0,54.11,254280.0,-13.02
1338,1252901,870,NSE_FO:BANKNIFTY01DEC2243400CE,01-12-2022 11:45,1,25,61.35,01-12-2022 12:30,0.0,25.0,71.1,-243.75,-15.89,90415.0,54.8,255415.0,-12.63
1339,1252900,870,NSE_FO:BANKNIFTY01DEC2243400PE,01-12-2022 11:15,1,25,71.1,01-12-2022 11:45,0.0,25.0,76.85,-143.75,-8.09,90658.75,54.94,255658.75,-12.55
1340,1252885,870,NSE_FO:BANKNIFTY01DEC2243400CE,01-12-2022 10:15,1,25,74.0,01-12-2022 11:15,0.0,25.0,73.45,13.75,0.74,90802.5,55.03,255802.5,-12.5
1341,1252883,870,NSE_FO:BANKNIFTY01DEC2243400PE,01-12-2022 09:30,1,25,68.9,01-12-2022 10:15,0.0,25.0,88.55,-491.25,-28.52,90788.75,55.02,255788.75,-12.5
1342,1252493,870,NSE_FO:BANKNIFTY01DEC2243000CE,30-11-2022 15:00,1,25,163.3,30-11-2022 15:15,0.0,25.0,163.3,0.0,0.0,91280.0,55.32,256280.0,-12.33
1343,1252492,870,NSE_FO:BANKNIFTY01DEC2243000PE,30-11-2022 14:15,1,25,104.8,30-11-2022 15:00,0.0,25.0,112.2,-185.0,-7.06,91280.0,55.32,256280.0,-12.33
1344,1252489,870,NSE_FO:BANKNIFTY01DEC2242900CE,30-11-2022 13:45,1,25,214.7,30-11-2022 14:15,0.0,25.0,245.95,-781.25,-14.56,91465.0,55.43,256465.0,-12.27
1345,1252484,870,NSE_FO:BANKNIFTY01DEC2243000PE,30-11-2022 11:15,1,25,147.85,30-11-2022 13:45,0.0,25.0,133.0,371.25,10.04,92246.25,55.91,257246.25,-12.0
1346,1252478,870,NSE_FO:BANKNIFTY01DEC2243100CE,30-11-2022 10:15,1,25,163.5,30-11-2022 11:15,0.0,25.0,114.5,1225.0,29.97,91875.0,55.68,256875.0,-12.13
1347,1252470,870,NSE_FO:BANKNIFTY01DEC2243200PE,30-11-2022 09:30,1,25,127.6,30-11-2022 10:15,0.0,25.0,177.25,-1241.25,-38.91,90650.0,54.94,255650.0,-12.55
1348,1251537,870,NSE_FO:BANKNIFTY01DEC2243200CE,29-11-2022 13:45,1,25,174.35,29-11-2022 14:30,0.0,25.0,155.55,470.0,10.78,91891.25,55.69,256891.25,-12.12
1349,1251532,870,NSE_FO:BANKNIFTY01DEC2243200PE,29-11-2022 12:30,1,25,184.85,29-11-2022 13:45,0.0,25.0,171.05,345.0,7.47,91421.25,55.41,256421.25,-12.28
1350,1251523,870,NSE_FO:BANKNIFTY01DEC2243200CE,29-11-2022 10:45,1,25,199.45,29-11-2022 12:30,0.0,25.0,170.55,722.5,14.49,91076.25,55.2,256076.25,-12.4
1351,1251515,870,NSE_FO:BANKNIFTY01DEC2243200PE,29-11-2022 09:45,1,25,182.75,29-11-2022 10:45,0.0,25.0,164.25,462.5,10.12,90353.75,54.76,255353.75,-12.65
1352,1251207,870,NSE_FO:BANKNIFTY01DEC2243100CE,28-11-2022 12:45,1,25,228.45,28-11-2022 14:15,0.0,25.0,193.95,862.5,15.1,89891.25,54.48,254891.25,-12.81
1353,1251196,870,NSE_FO:BANKNIFTY01DEC2243000PE,28-11-2022 11:45,1,25,218.5,28-11-2022 12:45,0.0,25.0,167.6,1272.5,23.3,89028.75,53.96,254028.75,-13.1
1354,1251194,870,NSE_FO:BANKNIFTY01DEC2242900CE,28-11-2022 11:15,1,25,237.75,28-11-2022 11:45,0.0,25.0,257.9,-503.75,-8.48,87756.25,53.19,252756.25,-13.54
1355,1251183,870,NSE_FO:BANKNIFTY01DEC2242900PE,28-11-2022 10:30,1,25,183.9,28-11-2022 11:15,0.0,25.0,186.35,-61.25,-1.33,88260.0,53.49,253260.0,-13.37
1356,1251175,870,NSE_FO:BANKNIFTY01DEC2242900CE,28-11-2022 09:30,1,25,262.75,28-11-2022 10:30,0.0,25.0,245.55,430.0,6.55,88321.25,53.53,253321.25,-13.35
1357,1250540,870,NSE_FO:BANKNIFTY01DEC2243200CE,25-11-2022 09:45,1,25,272.1,25-11-2022 12:00,0.0,25.0,192.1,2000.0,29.4,87891.25,53.27,252891.25,-13.49
1358,1250367,870,NSE_FO:BANKNIFTY01DEC2243200CE,25-11-2022 09:45,1,25,272.1,25-11-2022 12:00,0.0,25.0,192.1,2000.0,29.4,85891.25,52.06,250891.25,-14.18
1359,1249984,870,NSE_FO:BANKNIFTY24NOV2242900PE,24-11-2022 14:00,1,25,32.8,24-11-2022 15:15,0.0,25.0,9.65,578.75,70.58,83891.25,50.84,248891.25,-14.86
1360,1249982,870,NSE_FO:BANKNIFTY24NOV2242900CE,24-11-2022 13:45,1,25,44.6,24-11-2022 14:00,0.0,25.0,61.65,-426.25,-38.23,83312.5,50.49,248312.5,-15.06
1361,1249980,870,NSE_FO:BANKNIFTY24NOV2242900PE,24-11-2022 13:30,1,25,49.15,24-11-2022 13:45,0.0,25.0,49.75,-15.0,-1.22,83738.75,50.75,248738.75,-14.91
1362,1249978,870,NSE_FO:BANKNIFTY24NOV2242900CE,24-11-2022 12:30,1,25,80.2,24-11-2022 13:30,0.0,25.0,54.8,635.0,31.67,83753.75,50.76,248753.75,-14.91
1363,1249975,870,NSE_FO:BANKNIFTY24NOV2243000PE,24-11-2022 12:15,1,25,82.0,24-11-2022 12:30,0.0,25.0,103.85,-546.25,-26.65,83118.75,50.38,248118.75,-15.12
1364,1249973,870,NSE_FO:BANKNIFTY24NOV2242900CE,24-11-2022 11:30,1,25,83.65,24-11-2022 12:15,0.0,25.0,102.75,-477.5,-22.83,83665.0,50.71,248665.0,-14.94
1365,1249969,870,NSE_FO:BANKNIFTY24NOV2243000PE,24-11-2022 11:15,1,25,92.3,24-11-2022 11:30,0.0,25.0,101.55,-231.25,-10.02,84142.5,51.0,249142.5,-14.77
1366,1249963,870,NSE_FO:BANKNIFTY24NOV2242900CE,24-11-2022 10:30,1,25,81.1,24-11-2022 11:15,0.0,25.0,97.85,-418.75,-20.65,84373.75,51.14,249373.75,-14.7
1367,1249954,870,NSE_FO:BANKNIFTY24NOV2242900PE,24-11-2022 09:45,1,25,72.0,24-11-2022 10:30,0.0,25.0,61.25,268.75,14.93,84792.5,51.39,249792.5,-14.55
1368,1249757,870,NSE_FO:BANKNIFTY24NOV2242700CE,23-11-2022 10:15,1,25,111.05,,,,,,,,,1000.0,-1.0
1369,1249652,870,NSE_FO:BANKNIFTY24NOV2242700PE,23-11-2022 12:45,1,25,133.8,23-11-2022 15:00,0.0,25.0,71.85,1548.75,46.3,84523.75,51.23,249523.75,-14.64
1370,1249644,870,NSE_FO:BANKNIFTY24NOV2242700CE,23-11-2022 10:15,1,25,111.05,23-11-2022 12:45,0.0,25.0,93.0,451.25,16.25,82975.0,50.29,247975.0,-15.17
1371,1249235,870,NSE_FO:BANKNIFTY24NOV2242400CE,22-11-2022 14:15,1,25,181.95,22-11-2022 15:15,0.0,25.0,186.9,-123.75,-2.72,82523.75,50.01,247523.75,-15.33
1372,1249231,870,NSE_FO:BANKNIFTY24NOV2242400PE,22-11-2022 13:45,1,25,150.5,22-11-2022 14:15,0.0,25.0,151.0,-12.5,-0.33,82647.5,50.09,247647.5,-15.29
1373,1249229,870,NSE_FO:BANKNIFTY24NOV2242400CE,22-11-2022 12:45,1,25,187.75,22-11-2022 13:45,0.0,25.0,186.75,25.0,0.53,82660.0,50.1,247660.0,-15.28
1374,1249225,870,NSE_FO:BANKNIFTY24NOV2242400PE,22-11-2022 11:45,1,25,168.2,22-11-2022 12:45,0.0,25.0,155.8,310.0,7.37,82635.0,50.08,247635.0,-15.29
1375,1249223,870,NSE_FO:BANKNIFTY24NOV2242400CE,22-11-2022 11:30,1,25,175.5,22-11-2022 11:45,0.0,25.0,182.4,-172.5,-3.93,82325.0,49.89,247325.0,-15.4
1376,1249217,870,NSE_FO:BANKNIFTY24NOV2242400PE,22-11-2022 11:00,1,25,173.85,22-11-2022 11:30,0.0,25.0,177.0,-78.75,-1.81,82497.5,50.0,247497.5,-15.34
1377,1249211,870,NSE_FO:BANKNIFTY24NOV2242400CE,22-11-2022 09:30,1,25,187.5,22-11-2022 11:00,0.0,25.0,182.95,113.75,2.43,82576.25,50.05,247576.25,-15.31
1378,1249060,870,NSE_FO:BANKNIFTY24NOV2242300PE,21-11-2022 10:15,1,25,227.85,,,,,,,,,1000.0,-1.0
1379,1248975,870,NSE_FO:BANKNIFTY24NOV2242300CE,21-11-2022 14:30,1,25,215.1,21-11-2022 15:15,0.0,25.0,251.6,-912.5,-16.97,82462.5,49.98,247462.5,-15.35
1380,1248970,870,NSE_FO:BANKNIFTY24NOV2242300PE,21-11-2022 13:00,1,25,214.75,21-11-2022 14:30,0.0,25.0,230.2,-386.25,-7.19,83375.0,50.53,248375.0,-15.04
1381,1248963,870,NSE_FO:BANKNIFTY24NOV2242300CE,21-11-2022 11:45,1,25,235.05,21-11-2022 13:00,0.0,25.0,233.45,40.0,0.68,83761.25,50.76,248761.25,-14.91
1382,1248957,870,NSE_FO:BANKNIFTY24NOV2242300PE,21-11-2022 10:15,1,25,227.85,21-11-2022 11:45,0.0,25.0,221.25,165.0,2.9,83721.25,50.74,248721.25,-14.92
1383,1248638,870,NSE_FO:BANKNIFTY24NOV2242500CE,18-11-2022 10:30,1,25,301.75,18-11-2022 11:30,0.0,25.0,249.05,1317.5,17.46,84873.75,51.44,249873.75,-14.52
1384,1248562,870,NSE_FO:BANKNIFTY24NOV2242400PE,18-11-2022 14:30,1,25,284.0,18-11-2022 14:45,0.0,25.0,297.15,-328.75,-4.63,83556.25,50.64,248556.25,-14.98
1385,1248559,870,NSE_FO:BANKNIFTY24NOV2242200CE,18-11-2022 14:00,1,25,367.6,18-11-2022 14:30,0.0,25.0,418.9,-1282.5,-13.96,83885.0,50.84,248885.0,-14.86
1386,1248555,870,NSE_FO:BANKNIFTY24NOV2242300PE,18-11-2022 13:30,1,25,254.0,18-11-2022 14:00,0.0,25.0,291.75,-943.75,-14.86,85167.5,51.62,250167.5,-14.42
1387,1248553,870,NSE_FO:BANKNIFTY24NOV2242300CE,18-11-2022 12:30,1,25,338.05,18-11-2022 13:30,0.0,25.0,351.9,-346.25,-4.1,86111.25,52.19,251111.25,-14.1
1388,1248551,870,NSE_FO:BANKNIFTY24NOV2242300PE,18-11-2022 11:30,1,25,270.75,18-11-2022 12:30,0.0,25.0,275.9,-128.75,-1.9,86457.5,52.4,251457.5,-13.98
1389,1248466,870,NSE_FO:BANKNIFTY24NOV2242500CE,18-11-2022 10:30,1,25,301.75,18-11-2022 11:30,0.0,25.0,249.05,1317.5,17.46,86586.25,52.48,251586.25,-13.94
1390,1248461,870,NSE_FO:BANKNIFTY24NOV2242500PE,18-11-2022 09:45,1,25,278.25,18-11-2022 10:30,0.0,25.0,289.75,-287.5,-4.13,85268.75,51.68,250268.75,-14.39
1391,1248115,870,NSE_FO:BANKNIFTY17NOV2242500CE,17-11-2022 13:30,1,25,80.75,17-11-2022 14:15,0.0,25.0,46.65,852.5,42.23,85556.25,51.85,250556.25,-14.29
1392,1248111,870,NSE_FO:BANKNIFTY17NOV2242500PE,17-11-2022 11:45,1,25,101.6,17-11-2022 13:30,0.0,25.0,36.7,1622.5,63.88,84703.75,51.34,249703.75,-14.58
1393,1248109,870,NSE_FO:BANKNIFTY17NOV2242500CE,17-11-2022 10:30,1,25,72.25,17-11-2022 11:45,0.0,25.0,52.25,500.0,27.68,83081.25,50.35,248081.25,-15.14
1394,1248108,870,NSE_FO:BANKNIFTY17NOV2242500PE,17-11-2022 10:00,1,25,90.55,17-11-2022 10:30,0.0,25.0,108.15,-440.0,-19.44,82581.25,50.05,247581.25,-15.31
1395,1248073,870,NSE_FO:BANKNIFTY17NOV2242500CE,17-11-2022 09:30,1,25,88.7,17-11-2022 10:00,0.0,25.0,110.1,-535.0,-24.13,83021.25,50.32,248021.25,-15.16
1396,1247752,870,NSE_FO:BANKNIFTY17NOV2242500CE,16-11-2022 13:30,1,25,153.95,16-11-2022 13:45,0.0,25.0,206.05,-1302.5,-33.84,83556.25,50.64,248556.25,-14.98
1397,1247748,870,NSE_FO:BANKNIFTY17NOV2242500PE,16-11-2022 12:30,1,25,187.4,16-11-2022 13:30,0.0,25.0,182.15,131.25,2.8,84858.75,51.43,249858.75,-14.53
1398,1247745,870,NSE_FO:BANKNIFTY17NOV2242500CE,16-11-2022 11:15,1,25,172.8,16-11-2022 12:30,0.0,25.0,162.25,263.75,6.11,84727.5,51.35,249727.5,-14.57
1399,1247741,870,NSE_FO:BANKNIFTY17NOV2242500PE,16-11-2022 10:15,1,25,212.9,16-11-2022 11:15,0.0,25.0,194.1,470.0,8.83,84463.75,51.19,249463.75,-14.66
1400,1247735,870,NSE_FO:BANKNIFTY17NOV2242400CE,16-11-2022 09:30,1,25,159.45,16-11-2022 10:15,0.0,25.0,221.95,-1562.5,-39.2,83993.75,50.91,248993.75,-14.83
1401,1247549,870,NSE_FO:BANKNIFTY17NOV2242200PE,15-11-2022 12:30,1,25,208.3,15-11-2022 13:30,0.0,25.0,193.15,378.75,7.27,85935.0,52.08,250935.0,-14.16
1402,1247458,870,NSE_FO:BANKNIFTY17NOV2242300PE,15-11-2022 14:45,1,25,205.35,15-11-2022 15:15,0.0,25.0,196.3,226.25,4.41,85556.25,51.85,250556.25,-14.29
1403,1247455,870,NSE_FO:BANKNIFTY17NOV2242200CE,15-11-2022 13:30,1,25,221.0,15-11-2022 14:45,0.0,25.0,262.6,-1040.0,-18.82,85330.0,51.72,250330.0,-14.37
1404,1247339,870,NSE_FO:BANKNIFTY17NOV2242200PE,15-11-2022 12:30,1,25,208.3,15-11-2022 13:30,0.0,25.0,193.15,378.75,7.27,86370.0,52.35,251370.0,-14.01
1405,1247331,870,NSE_FO:BANKNIFTY17NOV2242200CE,15-11-2022 10:45,1,25,211.4,15-11-2022 12:30,0.0,25.0,206.1,132.5,2.51,85991.25,52.12,250991.25,-14.14
1406,1247324,870,NSE_FO:BANKNIFTY17NOV2242100PE,15-11-2022 09:30,1,25,189.85,15-11-2022 10:45,0.0,25.0,180.25,240.0,5.06,85858.75,52.04,250858.75,-14.19
1407,1246978,870,NSE_FO:BANKNIFTY17NOV2242200CE,14-11-2022 14:30,1,25,260.8,14-11-2022 15:15,0.0,25.0,230.3,762.5,11.69,85618.75,51.89,250618.75,-14.27
1408,1246974,870,NSE_FO:BANKNIFTY17NOV2242000PE,14-11-2022 12:00,1,25,230.0,14-11-2022 14:30,0.0,25.0,167.3,1567.5,27.26,84856.25,51.43,249856.25,-14.53
