,INST,EN_TIME,EN_ID,EN_TT,EN_Q,EN_PRICE,EN_CODE,EN_VAR,EX_TIME,EX_ID,EX_TT,EX_Q,EX_PRICE,EX_CODE,EX_VAR,P&L,ROI,P&L %,ROI %,Equity Curve,Drawdown %
153,NSE_FO:BANKNIFTY20AUG2021700PE [LOCAL],14-08-2020 14:03,37b60502abbc41ccbaea37c1de35c9e8,SELL,15,363.05,INTRADAY,MARKET,14-08-2020 15:10,b1e8d131feaa479ab543c9c42c11e520,BUY,15,366.55,INTRADAY,MARKET,-52.5,22335.75,-0.96,44.67,522335.75,-0.44
154,NSE_FO:BANKNIFTY20AUG2021700CE [LOCAL],14-08-2020 14:03,4ce5ff5e50174b5ba27a0fa3823b1968,SELL,15,345.75,INTRADAY,MARKET,14-08-2020 15:10,4e696f160f1543769a55a50018a5705c,BUY,15,306.85,INTRADAY,MARKET,583.5,22919.25,11.25,45.84,522919.25,-0.33
155,NSE_FO:BANKNIFTY20AUG2021800PE [LOCAL],17-08-2020 09:17,840d4dbb3d914d42848361d754e34bca,SELL,15,265.75,INTRADAY,MARKET,17-08-2020 09:40,d1bc108a8fa24b98ae771794a505d97b,BUY,15,458.0,INTRADAY,MARKET,-2883.75,20035.5,-72.34,40.07,520035.5,-0.88
156,NSE_FO:BANKNIFTY20AUG2021800CE [LOCAL],17-08-2020 09:17,279b11080c344efa949cd8e2027ea11c,SELL,15,292.1,INTRADAY,MARKET,17-08-2020 09:40,cfd2c4ab43444a09975187ee3e413415,BUY,15,230.2,INTRADAY,MARKET,928.5,20964.0,21.19,41.93,520964.0,-0.7
157,NSE_FO:BANKNIFTY20AUG2021600PE [LOCAL],17-08-2020 09:40,8c33276402d34b51b5c1885dd2732140,SELL,15,346.75,INTRADAY,MARKET,17-08-2020 15:10,722b9d0cd6d245e8bf83bba7ad372a5b,BUY,15,211.55,INTRADAY,MARKET,2028.0,22992.0,38.99,45.98,522992.0,-0.31
158,NSE_FO:BANKNIFTY20AUG2021600CE [LOCAL],17-08-2020 09:40,e6e3e12c26154e5c887dad8b0c873c6c,SELL,15,318.0,INTRADAY,MARKET,17-08-2020 15:10,3bda9338b483417e8551db54c779ef56,BUY,15,353.85,INTRADAY,MARKET,-537.75,22454.25,-11.27,44.91,522454.25,-0.42
159,NSE_FO:BANKNIFTY20AUG2021700PE [LOCAL],18-08-2020 09:17,77ac7567b31742ea8c740f9f030b8131,SELL,15,276.25,INTRADAY,MARKET,18-08-2020 15:10,0387909b7e5849a78311da18732916a0,BUY,15,69.45,INTRADAY,MARKET,3102.0,25556.25,74.86,45.52,525556.25,0.0
160,NSE_FO:BANKNIFTY20AUG2021700CE [LOCAL],18-08-2020 09:17,4dae0bae0b1c4516839c60ef0343376d,SELL,15,225.95,INTRADAY,MARKET,18-08-2020 13:35,4872b578ba684fbdb3122bcc83b530f6,BUY,15,350.0,INTRADAY,MARKET,-1860.75,23695.5,-54.9,41.19,523695.5,-0.35
161,NSE_FO:BANKNIFTY20AUG2022100CE [LOCAL],18-08-2020 13:35,901ae44232504d0a9a958f65936bfa19,SELL,15,147.4,INTRADAY,MARKET,18-08-2020 14:53,342fae8f0a594db4aacd9f8151679f86,BUY,15,280.6,INTRADAY,MARKET,-1998.0,21697.5,-90.37,37.19,521697.5,-0.73
162,NSE_FO:BANKNIFTY20AUG2022000PE [LOCAL],18-08-2020 14:02,7c74202f422944b38c339c1ec8075114,SELL,15,196.85,INTRADAY,MARKET,18-08-2020 15:10,84f0289cdd6f452dab970b9b7a12642b,BUY,15,139.0,INTRADAY,MARKET,867.75,22565.25,29.39,38.93,522565.25,-0.57
163,NSE_FO:BANKNIFTY20AUG2022400CE [LOCAL],18-08-2020 14:53,d6f2acbd2fc64e55a6fa9a242c1c62fe,SELL,15,129.75,INTRADAY,MARKET,18-08-2020 15:10,12b7a1e4e7e8444fa9c83706c8958a14,BUY,15,116.9,INTRADAY,MARKET,192.75,22758.0,9.9,39.31,522758.0,-0.53
164,NSE_FO:BANKNIFTY20AUG2022300PE [LOCAL],19-08-2020 09:17,7ebd4a1ed2b64c52b6992989adee8113,SELL,15,184.25,INTRADAY,MARKET,19-08-2020 15:10,d17dfaa1a52849f9917b0ff65b22c9d9,BUY,15,167.35,INTRADAY,MARKET,253.5,23011.5,9.17,44.32,523011.5,-0.48
165,NSE_FO:BANKNIFTY20AUG2022300CE [LOCAL],19-08-2020 09:17,b1b42019a5044f68ad54b8e7057e43b4,SELL,15,186.45,INTRADAY,MARKET,19-08-2020 14:01,b417606c5091428cb35ee818f27e300f,BUY,15,243.15,INTRADAY,MARKET,-850.5,22161.0,-30.41,43.81,522161.0,-0.65
166,NSE_FO:BANKNIFTY20AUG2022600CE [LOCAL],19-08-2020 14:01,f27b8cb2767d44b189babe43280b1224,SELL,15,92.95,INTRADAY,MARKET,19-08-2020 15:10,b935e4e3a2ca4bca872096298152c7fa,BUY,15,34.0,INTRADAY,MARKET,884.25,23045.25,63.42,46.09,523045.25,-0.48
167,NSE_FO:BANKNIFTY20AUG2022000PE [LOCAL],20-08-2020 09:17,991fc7e82f45462a9cd8f766eaba3926,SELL,15,124.4,INTRADAY,MARKET,20-08-2020 15:10,bf4b43474dce49bd99b6247b8f73fe36,BUY,15,7.5,INTRADAY,MARKET,1753.5,24798.75,93.97,47.06,524798.75,-0.14
168,NSE_FO:BANKNIFTY20AUG2022000CE [LOCAL],20-08-2020 09:17,d7aca6d165cd4ebd92989f75e86010e2,SELL,15,102.85,INTRADAY,MARKET,20-08-2020 11:53,f05b853c264948b59ff83cc94b9f13b7,BUY,15,118.25,INTRADAY,MARKET,-231.0,24567.75,-14.97,45.63,524567.75,-0.19
169,NSE_FO:BANKNIFTY20AUG2022100CE [LOCAL],20-08-2020 11:53,b0d3707d9a1443778fc77f483366412d,SELL,15,64.75,INTRADAY,MARKET,20-08-2020 15:10,223c4637a7c14fba9674a8ccec9b050b,BUY,15,0.6,INTRADAY,MARKET,962.25,25530.0,99.07,48.98,525530.0,0.0
170,NSE_FO:BANKNIFTY20AUG2021800CE [LOCAL],20-08-2020 12:37,97fe6dac6353460d8108014ef730b323,SELL,15,141.15,INTRADAY,MARKET,20-08-2020 13:16,7b33817ccb1046ada3c17277bd5a4a8b,BUY,15,210.35,INTRADAY,MARKET,-1038.0,24492.0,-49.03,43.55,524492.0,-0.2
171,NSE_FO:BANKNIFTY27AUG2022200PE [LOCAL],21-08-2020 09:17,a1c1fbc089bd41cc959c43fd75051f05,SELL,15,337.0,INTRADAY,MARKET,21-08-2020 15:10,7c97cadeb68f46f6b027d83374fadf2e,BUY,15,239.9,INTRADAY,MARKET,1456.5,25948.5,28.81,51.9,525948.5,0.0
172,NSE_FO:BANKNIFTY27AUG2022200CE [LOCAL],21-08-2020 09:17,0337f5d278f04ba2bc780346a39aabb0,SELL,15,292.15,INTRADAY,MARKET,21-08-2020 15:10,96a391b79da5461baf71589f8f19a250,BUY,15,320.5,INTRADAY,MARKET,-425.25,25523.25,-9.7,51.05,525523.25,-0.08
173,NSE_FO:BANKNIFTY27AUG2022500PE [LOCAL],24-08-2020 09:17,382305f983494562bd2470d73a894343,SELL,15,227.8,INTRADAY,MARKET,24-08-2020 12:02,c9323ade9f9845848e90d2537f475e49,BUY,15,156.05,INTRADAY,MARKET,1076.25,26599.5,31.5,50.56,526599.5,0.0
174,NSE_FO:BANKNIFTY27AUG2022500CE [LOCAL],24-08-2020 09:17,da59dbdf26b34e6e89a31d397f0c11d1,SELL,15,255.0,INTRADAY,MARKET,24-08-2020 11:11,21f40f40381c45dcae63d80123a96510,BUY,15,343.1,INTRADAY,MARKET,-1321.5,25278.0,-34.55,48.4,525278.0,-0.25
175,NSE_FO:BANKNIFTY27AUG2022800CE [LOCAL],24-08-2020 11:11,ee5e6a4f61b74bed99c7729bca4cc03b,SELL,15,171.9,INTRADAY,MARKET,24-08-2020 12:02,542a6b6708c04ff7b7dc31c6a17678eb,BUY,15,253.25,INTRADAY,MARKET,-1220.25,24057.75,-47.32,48.12,524057.75,-0.48
176,NSE_FO:BANKNIFTY27AUG2022800PE [LOCAL],24-08-2020 12:02,bb9cf07c8f41426ba9ddabac12658603,SELL,15,272.15,INTRADAY,MARKET,24-08-2020 15:10,eb46119ef6df4ed98692cebccb617680,BUY,15,213.95,INTRADAY,MARKET,873.0,24930.75,21.39,49.86,524930.75,-0.32
177,NSE_FO:BANKNIFTY27AUG2022800CE [LOCAL],24-08-2020 12:02,0df14bdc05444e73aa57045a4a4a04d3,SELL,15,253.25,INTRADAY,MARKET,24-08-2020 15:10,2a1ce03418b34c9883b7ee85db0f7973,BUY,15,272.05,INTRADAY,MARKET,-282.0,24648.75,-7.42,49.3,524648.75,-0.37
178,NSE_FO:BANKNIFTY27AUG2023000PE [LOCAL],25-08-2020 09:17,2e24f85e3cf943978540e4bd64c643a1,SELL,15,241.1,INTRADAY,MARKET,25-08-2020 10:54,9301f4827c8449b28a50c080cbd34bf6,BUY,15,306.25,INTRADAY,MARKET,-977.25,23671.5,-27.02,47.34,523671.5,-0.56
179,NSE_FO:BANKNIFTY27AUG2023000CE [LOCAL],25-08-2020 09:17,fe792f176e464e5db976578286853937,SELL,15,228.0,INTRADAY,MARKET,25-08-2020 13:22,4bdbe31d40d043849d3a93cec9ce1f3a,BUY,15,309.4,INTRADAY,MARKET,-1221.0,22450.5,-35.7,44.9,522450.5,-0.79
180,NSE_FO:BANKNIFTY27AUG2022700PE [LOCAL],25-08-2020 10:54,b6c615efbb824891b6acfa0a69be26a6,SELL,15,167.95,INTRADAY,MARKET,25-08-2020 15:10,9472df1fa8424be99f8442b7fb34e6b7,BUY,15,85.45,INTRADAY,MARKET,1237.5,23688.0,49.12,47.52,523688.0,-0.55
181,NSE_FO:BANKNIFTY27AUG2023000PE [LOCAL],25-08-2020 11:56,ef1bedb883594b44a309e8dde021dc0e,SELL,15,206.0,INTRADAY,MARKET,25-08-2020 15:10,042b871dc3354b85b7bdf541f8bda7d3,BUY,15,175.6,INTRADAY,MARKET,456.0,24144.0,14.76,45.81,524144.0,-0.47
182,NSE_FO:BANKNIFTY27AUG2023300CE [LOCAL],25-08-2020 13:22,62c7c097849a441481efd37c6b0c0df7,SELL,15,142.35,INTRADAY,MARKET,25-08-2020 15:10,01b6c61f738d4b0d8dc51baa03f22e57,BUY,15,94.5,INTRADAY,MARKET,717.75,24861.75,33.61,48.96,524861.75,-0.33
183,NSE_FO:BANKNIFTY27AUG2023000CE [LOCAL],25-08-2020 14:08,fa4857b430c64391b884b8bf2bec04a1,SELL,15,207.8,INTRADAY,MARKET,25-08-2020 15:10,fb93b66b83c645f499724b36baacf6cb,BUY,15,233.3,INTRADAY,MARKET,-382.5,24479.25,-12.27,45.05,524479.25,-0.4
