,id,strategy,instrument_str,entry_timestamp,entry_transaction_type,entry_quantity,entry_price,exit_timestamp,exit_transaction_type,exit_quantity,exit_price,pnl_absolute,pnl_percentage,pnl_cumulative_absolute,pnl_cumulative_percentage,equity_curve,drawdown_percentage
0,1696341,3097,NSE_FO:BANKNIFTY2472451900PE,22-07-2024 09:25,1,15,501.55,22-07-2024 15:09,0,15,376.0,1883.25,25.03,541476.75,342.71,699476.75,-0.14
1,1696337,3097,NSE_FO:BANKNIFTY2472452100CE,22-07-2024 09:25,1,15,530.5,22-07-2024 15:09,0,15,590.95,-906.75,-11.39,539593.5,341.51,697593.5,-0.41
2,1695810,3097,NSE_FO:BANKNIFTY2472452300PE,19-07-2024 09:25,1,15,441.6,19-07-2024 15:09,0,15,574.0,-1986.0,-29.98,540500.25,342.09,698500.25,-0.28
3,1695809,3097,NSE_FO:BANKNIFTY2472452500CE,19-07-2024 09:25,1,15,585.95,19-07-2024 15:09,0,15,445.45,2107.5,23.98,542486.25,343.35,700486.25,0.0
4,1695413,3097,NSE_FO:BANKNIFTY2472452200PE,18-07-2024 09:25,1,15,517.0,18-07-2024 15:09,0,15,371.45,2183.25,28.15,540378.75,342.01,698378.75,0.0
5,1695410,3097,NSE_FO:BANKNIFTY2472452400CE,18-07-2024 09:25,1,15,574.55,18-07-2024 15:09,0,15,678.15,-1554.0,-18.03,538195.5,340.63,696195.5,-0.22
6,1694683,3097,NSE_FO:BANKNIFTY2471652300PE,16-07-2024 15:07,1,15,0.35,16-07-2024 15:09,0,15,0.35,0.0,0.0,539749.5,341.61,697749.5,0.0
7,1694682,3097,NSE_FO:BANKNIFTY2471652500CE,16-07-2024 15:07,1,15,0.6,16-07-2024 15:09,0,15,0.4,3.0,33.33,539749.5,341.61,697749.5,0.0
8,1694676,3097,NSE_FO:BANKNIFTY2471652300PE,16-07-2024 15:05,1,15,0.55,16-07-2024 15:07,0,15,0.35,3.0,36.36,539746.5,341.61,697746.5,0.0
9,1694674,3097,NSE_FO:BANKNIFTY2471652500CE,16-07-2024 15:05,1,15,0.65,16-07-2024 15:07,0,15,0.6,0.75,7.69,539743.5,341.61,697743.5,0.0
10,1694667,3097,NSE_FO:BANKNIFTY2471652300PE,16-07-2024 15:03,1,15,0.95,16-07-2024 15:05,0,15,0.55,6.0,42.11,539742.75,341.61,697742.75,0.0
11,1694666,3097,NSE_FO:BANKNIFTY2471652500CE,16-07-2024 15:03,1,15,1.65,16-07-2024 15:05,0,15,0.65,15.0,60.61,539736.75,341.61,697736.75,0.0
12,1694657,3097,NSE_FO:BANKNIFTY2471652300PE,16-07-2024 14:57,1,15,3.65,16-07-2024 15:03,0,15,0.95,40.5,73.97,539721.75,341.6,697721.75,0.0
13,1694656,3097,NSE_FO:BANKNIFTY2471652500CE,16-07-2024 14:57,1,15,3.35,16-07-2024 15:03,0,15,1.65,25.5,50.75,539681.25,341.57,697681.25,0.0
14,1694651,3097,NSE_FO:BANKNIFTY2471652300PE,16-07-2024 14:40,1,15,4.25,16-07-2024 14:57,0,15,3.65,9.0,14.12,539655.75,341.55,697655.75,0.0
15,1694650,3097,NSE_FO:BANKNIFTY2471652500CE,16-07-2024 14:40,1,15,5.5,16-07-2024 14:57,0,15,3.35,32.25,39.09,539646.75,341.55,697646.75,0.0
16,1694643,3097,NSE_FO:BANKNIFTY2471652300PE,16-07-2024 14:25,1,15,6.6,16-07-2024 14:40,0,15,4.25,35.25,35.61,539614.5,341.53,697614.5,0.0
17,1694641,3097,NSE_FO:BANKNIFTY2471652500CE,16-07-2024 14:25,1,15,8.35,16-07-2024 14:40,0,15,5.5,42.75,34.13,539579.25,341.51,697579.25,0.0
18,1694624,3097,NSE_FO:BANKNIFTY2471652300PE,16-07-2024 14:07,1,15,9.05,16-07-2024 14:25,0,15,6.6,36.75,27.07,539536.5,341.48,697536.5,0.0
19,1694621,3097,NSE_FO:BANKNIFTY2471652500CE,16-07-2024 14:07,1,15,12.0,16-07-2024 14:25,0,15,8.35,54.75,30.42,539499.75,341.46,697499.75,0.0
20,1694604,3097,NSE_FO:BANKNIFTY2471652300PE,16-07-2024 13:47,1,15,14.05,16-07-2024 14:07,0,15,9.05,75.0,35.59,539445.0,341.42,697445.0,0.0
21,1694602,3097,NSE_FO:BANKNIFTY2471652500CE,16-07-2024 13:47,1,15,15.2,16-07-2024 14:07,0,15,12.0,48.0,21.05,539370.0,341.37,697370.0,0.0
22,1694519,3097,NSE_FO:BANKNIFTY2471652400PE,16-07-2024 12:25,1,15,43.2,16-07-2024 13:47,0,15,38.65,68.25,10.53,539322.0,341.34,697322.0,0.0
23,1694516,3097,NSE_FO:BANKNIFTY2471652600CE,16-07-2024 12:25,1,15,21.4,16-07-2024 13:47,0,15,7.65,206.25,64.25,539253.75,341.3,697253.75,0.0
24,1694511,3097,NSE_FO:BANKNIFTY2471652400PE,16-07-2024 11:38,1,15,49.75,16-07-2024 12:25,0,15,43.2,98.25,13.17,539047.5,341.17,697047.5,0.0
25,1694510,3097,NSE_FO:BANKNIFTY2471652600CE,16-07-2024 11:38,1,15,39.25,16-07-2024 12:25,0,15,21.4,267.75,45.48,538949.25,341.11,696949.25,0.0
26,1694503,3097,NSE_FO:BANKNIFTY2471652400PE,16-07-2024 10:36,1,15,64.05,16-07-2024 11:38,0,15,49.75,214.5,22.33,538681.5,340.94,696681.5,0.0
27,1694502,3097,NSE_FO:BANKNIFTY2471652600CE,16-07-2024 10:36,1,15,58.0,16-07-2024 11:38,0,15,39.25,281.25,32.33,538467.0,340.8,696467.0,0.0
28,1694492,3097,NSE_FO:BANKNIFTY2471652400PE,16-07-2024 10:19,1,15,92.45,16-07-2024 10:36,0,15,64.05,426.0,30.72,538185.75,340.62,696185.75,0.0
29,1694490,3097,NSE_FO:BANKNIFTY2471652600CE,16-07-2024 10:19,1,15,72.45,16-07-2024 10:36,0,15,58.0,216.75,19.94,537759.75,340.35,695759.75,0.0
30,1694486,3097,NSE_FO:BANKNIFTY2471652500PE,16-07-2024 09:25,1,15,136.35,16-07-2024 10:19,0,15,140.8,-66.75,-3.26,537543.0,340.22,695543.0,-0.01
31,1694483,3097,NSE_FO:BANKNIFTY2471652700CE,16-07-2024 09:25,1,15,127.55,16-07-2024 10:19,0,15,49.35,1173.0,61.31,537609.75,340.26,695609.75,0.0
32,1694016,3097,NSE_FO:BANKNIFTY2471652200PE,15-07-2024 09:25,1,15,203.8,15-07-2024 15:09,0,15,80.5,1849.5,60.5,536436.75,339.52,694436.75,0.0
33,1694013,3097,NSE_FO:BANKNIFTY2471652400CE,15-07-2024 09:25,1,15,206.25,15-07-2024 15:09,0,15,296.75,-1357.5,-43.88,534587.25,338.35,692587.25,-0.2
34,1693522,3097,NSE_FO:BANKNIFTY2471652200PE,12-07-2024 09:25,1,15,227.95,12-07-2024 15:09,0,15,208.5,291.75,8.53,535944.75,339.21,693944.75,0.0
35,1693521,3097,NSE_FO:BANKNIFTY2471652400CE,12-07-2024 09:25,1,15,286.0,12-07-2024 15:09,0,15,254.5,472.5,11.01,535653.0,339.02,693653.0,0.0
36,1693145,3097,NSE_FO:BANKNIFTY2471652100PE,11-07-2024 09:25,1,15,310.05,11-07-2024 15:09,0,15,196.75,1699.5,36.54,535180.5,338.72,693180.5,0.0
37,1693012,3097,NSE_FO:BANKNIFTY2471652300CE,11-07-2024 09:25,1,15,318.5,11-07-2024 15:09,0,15,367.25,-731.25,-15.31,533481.0,337.65,691481.0,-0.11
38,1692621,3097,NSE_FO:BANKNIFTY2471052100PE,10-07-2024 15:08,1,15,0.7,10-07-2024 15:09,0,15,0.7,0.0,0.0,534212.25,338.11,692212.25,0.0
39,1692620,3097,NSE_FO:BANKNIFTY2471052300CE,10-07-2024 15:08,1,15,0.6,10-07-2024 15:09,0,15,0.5,1.5,16.67,534212.25,338.11,692212.25,0.0
40,1692617,3097,NSE_FO:BANKNIFTY2471052100PE,10-07-2024 15:06,1,15,0.85,10-07-2024 15:08,0,15,0.7,2.25,17.65,534210.75,338.11,692210.75,0.0
41,1692616,3097,NSE_FO:BANKNIFTY2471052300CE,10-07-2024 15:06,1,15,1.25,10-07-2024 15:08,0,15,0.6,9.75,52.0,534208.5,338.11,692208.5,0.0
42,1692613,3097,NSE_FO:BANKNIFTY2471052100PE,10-07-2024 15:05,1,15,1.9,10-07-2024 15:06,0,15,0.85,15.75,55.26,534198.75,338.1,692198.75,0.0
43,1692612,3097,NSE_FO:BANKNIFTY2471052300CE,10-07-2024 15:05,1,15,1.0,10-07-2024 15:06,0,15,1.25,-3.75,-25.0,534183.0,338.09,692183.0,0.0
44,1692606,3097,NSE_FO:BANKNIFTY2471052100PE,10-07-2024 15:03,1,15,2.95,10-07-2024 15:05,0,15,1.9,15.75,35.59,534186.75,338.09,692186.75,0.0
45,1692605,3097,NSE_FO:BANKNIFTY2471052300CE,10-07-2024 15:03,1,15,2.35,10-07-2024 15:05,0,15,1.0,20.25,57.45,534171.0,338.08,692171.0,0.0
46,1692603,3097,NSE_FO:BANKNIFTY2471052100PE,10-07-2024 15:02,1,15,5.75,10-07-2024 15:03,0,15,2.95,42.0,48.7,534150.75,338.07,692150.75,-0.01
47,1692601,3097,NSE_FO:BANKNIFTY2471052300CE,10-07-2024 15:02,1,15,2.35,10-07-2024 15:03,0,15,2.35,0.0,0.0,534108.75,338.04,692108.75,-0.01
48,1692592,3097,NSE_FO:BANKNIFTY2471052100PE,10-07-2024 15:01,1,15,9.45,10-07-2024 15:02,0,15,5.75,55.5,39.15,534108.75,338.04,692108.75,-0.01
49,1692590,3097,NSE_FO:BANKNIFTY2471052300CE,10-07-2024 15:01,1,15,2.8,10-07-2024 15:02,0,15,2.35,6.75,16.07,534053.25,338.01,692053.25,-0.02
50,1692582,3097,NSE_FO:BANKNIFTY2471052100PE,10-07-2024 14:43,1,15,8.3,10-07-2024 15:01,0,15,9.45,-17.25,-13.86,534046.5,338.0,692046.5,-0.02
51,1692580,3097,NSE_FO:BANKNIFTY2471052300CE,10-07-2024 14:43,1,15,10.9,10-07-2024 15:01,0,15,2.8,121.5,74.31,534063.75,338.02,692063.75,-0.02
52,1692571,3097,NSE_FO:BANKNIFTY2471052100PE,10-07-2024 14:38,1,15,12.65,10-07-2024 14:43,0,15,8.3,65.25,34.39,533942.25,337.94,691942.25,-0.04
53,1692568,3097,NSE_FO:BANKNIFTY2471052300CE,10-07-2024 14:38,1,15,17.8,10-07-2024 14:43,0,15,10.9,103.5,38.76,533877.0,337.9,691877.0,-0.04
54,1692545,3097,NSE_FO:BANKNIFTY2471052000PE,10-07-2024 13:57,1,15,13.15,10-07-2024 14:38,0,15,4.6,128.25,65.02,533773.5,337.83,691773.5,-0.06
55,1692543,3097,NSE_FO:BANKNIFTY2471052200CE,10-07-2024 13:57,1,15,18.6,10-07-2024 14:38,0,15,43.2,-369.0,-132.26,533645.25,337.75,691645.25,-0.08
56,1692519,3097,NSE_FO:BANKNIFTY2471052100PE,10-07-2024 13:03,1,15,44.15,10-07-2024 13:57,0,15,35.65,127.5,19.25,534014.25,337.98,692014.25,-0.02
57,1692515,3097,NSE_FO:BANKNIFTY2471052300CE,10-07-2024 13:03,1,15,18.9,10-07-2024 13:57,0,15,9.45,141.75,50.0,533886.75,337.9,691886.75,-0.04
58,1692402,3097,NSE_FO:BANKNIFTY2471052200PE,10-07-2024 10:01,1,15,71.95,10-07-2024 13:03,0,15,101.35,-441.0,-40.86,533745.0,337.81,691745.0,-0.06
59,1692401,3097,NSE_FO:BANKNIFTY2471052400CE,10-07-2024 10:01,1,15,84.75,10-07-2024 13:03,0,15,12.0,1091.25,85.84,534186.0,338.09,692186.0,0.0
60,1692383,3097,NSE_FO:BANKNIFTY2471052200PE,10-07-2024 09:36,1,15,113.0,10-07-2024 10:01,0,15,71.95,615.75,36.33,533094.75,337.4,691094.75,0.0
61,1692382,3097,NSE_FO:BANKNIFTY2471052400CE,10-07-2024 09:36,1,15,100.75,10-07-2024 10:01,0,15,84.75,240.0,15.88,532479.0,337.01,690479.0,0.0
62,1692374,3097,NSE_FO:BANKNIFTY2471052200PE,10-07-2024 09:25,1,15,168.15,10-07-2024 09:36,0,15,113.0,827.25,32.8,532239.0,336.86,690239.0,0.0
63,1692373,3097,NSE_FO:BANKNIFTY2471052400CE,10-07-2024 09:25,1,15,119.2,10-07-2024 09:36,0,15,100.75,276.75,15.48,531411.75,336.34,689411.75,0.0
64,1691885,3097,NSE_FO:BANKNIFTY2471052500PE,09-07-2024 12:03,1,15,165.55,09-07-2024 15:09,0,15,175.6,-150.75,-6.07,531135.0,336.16,689135.0,-0.02
65,1691884,3097,NSE_FO:BANKNIFTY2471052700CE,09-07-2024 12:03,1,15,137.2,09-07-2024 15:09,0,15,111.4,387.0,18.8,531285.75,336.26,689285.75,0.0
66,1691828,3097,NSE_FO:BANKNIFTY2471052500PE,09-07-2024 09:25,1,15,223.1,09-07-2024 12:03,0,15,165.55,863.25,25.8,530898.75,336.01,688898.75,0.0
67,1691826,3097,NSE_FO:BANKNIFTY2471052700CE,09-07-2024 09:25,1,15,182.95,09-07-2024 12:03,0,15,137.2,686.25,25.01,530035.5,335.47,688035.5,0.0
68,1691383,3097,NSE_FO:BANKNIFTY2471052500PE,08-07-2024 09:25,1,15,262.0,08-07-2024 15:09,0,15,286.0,-360.0,-9.16,529349.25,335.03,687349.25,-0.05
69,1691380,3097,NSE_FO:BANKNIFTY2471052700CE,08-07-2024 09:25,1,15,284.0,08-07-2024 15:09,0,15,166.25,1766.25,41.46,529709.25,335.26,687709.25,0.0
70,1690923,3097,NSE_FO:BANKNIFTY2471052500PE,05-07-2024 09:25,1,15,337.9,05-07-2024 15:09,0,15,252.5,1281.0,25.27,527943.0,334.14,685943.0,0.0
71,1690922,3097,NSE_FO:BANKNIFTY2471052700CE,05-07-2024 09:25,1,15,307.8,05-07-2024 15:09,0,15,302.75,75.75,1.64,526662.0,333.33,684662.0,0.0
72,1690494,3097,NSE_FO:BANKNIFTY2471053000PE,04-07-2024 09:25,1,15,394.0,04-07-2024 15:09,0,15,344.7,739.5,12.51,526586.25,333.28,684586.25,0.0
73,1690493,3097,NSE_FO:BANKNIFTY2471053200CE,04-07-2024 09:25,1,15,387.9,04-07-2024 15:09,0,15,332.15,836.25,14.37,525846.75,332.81,683846.75,0.0
74,1690109,3097,NSE_FO:BANKNIFTY2470353000PE,03-07-2024 15:08,1,15,1.05,03-07-2024 15:09,0,15,0.7,5.25,33.33,525010.5,332.29,683010.5,0.0
75,1690108,3097,NSE_FO:BANKNIFTY2470353200CE,03-07-2024 15:08,1,15,0.4,03-07-2024 15:09,0,15,0.4,0.0,0.0,525005.25,332.28,683005.25,0.0
76,1690098,3097,NSE_FO:BANKNIFTY2470353000PE,03-07-2024 15:05,1,15,1.9,03-07-2024 15:08,0,15,1.05,12.75,44.74,525005.25,332.28,683005.25,0.0
77,1690097,3097,NSE_FO:BANKNIFTY2470353200CE,03-07-2024 15:05,1,15,0.7,03-07-2024 15:08,0,15,0.4,4.5,42.86,524992.5,332.27,682992.5,0.0
78,1690089,3097,NSE_FO:BANKNIFTY2470353000PE,03-07-2024 15:03,1,15,3.65,03-07-2024 15:05,0,15,1.9,26.25,47.95,524988.0,332.27,682988.0,0.0
79,1690088,3097,NSE_FO:BANKNIFTY2470353200CE,03-07-2024 15:03,1,15,0.9,03-07-2024 15:05,0,15,0.7,3.0,22.22,524961.75,332.25,682961.75,0.0
80,1690078,3097,NSE_FO:BANKNIFTY2470353000PE,03-07-2024 14:55,1,15,8.5,03-07-2024 15:03,0,15,3.65,72.75,57.06,524958.75,332.25,682958.75,0.0
81,1690077,3097,NSE_FO:BANKNIFTY2470353200CE,03-07-2024 14:55,1,15,3.95,03-07-2024 15:03,0,15,0.9,45.75,77.22,524886.0,332.21,682886.0,0.0
82,1689969,3097,NSE_FO:BANKNIFTY2470353000PE,03-07-2024 14:39,1,15,9.5,03-07-2024 14:55,0,15,8.5,15.0,10.53,524840.25,332.18,682840.25,0.0
